FUS(G156E)-EGFP / μM,PEG 6000 / % (w/w),feature,bis-ANS
1.184471925,3.540700726,TRUE,FALSE
1.266893397,3.857364147,TRUE,FALSE
1.162458516,3.786020295,TRUE,FALSE
0.868114701,4.915537725,TRUE,FALSE
2.269667602,2.667811311,TRUE,FALSE
1.4869698,6.27895535,TRUE,FALSE
2.360218976,3.404493318,TRUE,FALSE
2.583961011,1.941058568,TRUE,FALSE
2.223498433,2.659953168,TRUE,FALSE
2.71041809,2.098124682,TRUE,FALSE
1.680100857,4.378518392,TRUE,FALSE
1.250318437,4.843427562,TRUE,FALSE
1.586922003,4.196443901,TRUE,FALSE
2.876943633,2.468500762,TRUE,FALSE
1.574134369,4.132576356,TRUE,FALSE
0.870838383,3.9580802,TRUE,FALSE
1.794416428,4.019234899,TRUE,FALSE
2.52780979,3.122616883,TRUE,FALSE
3.107191698,2.199548779,TRUE,FALSE
2.992694977,2.106430076,TRUE,FALSE
0.741221848,6.707839012,TRUE,FALSE
3.415067773,2.466185366,TRUE,FALSE
0.974881856,5.202581879,TRUE,FALSE
1.966279769,4.833156185,TRUE,FALSE
1.977271779,3.972553721,TRUE,FALSE
1.376599466,4.291601531,TRUE,FALSE
2.640297081,3.157530368,TRUE,FALSE
2.05091209,3.092292286,TRUE,FALSE
0.607816248,5.750818902,TRUE,FALSE
0.320268025,6.725195111,TRUE,FALSE
3.35704287,1.610874119,TRUE,FALSE
2.932201136,2.030744875,TRUE,FALSE
0.794035632,4.668207999,TRUE,FALSE
3.264661395,1.758091515,TRUE,FALSE
1.84539456,3.96692761,TRUE,FALSE
1.997820283,3.71006007,TRUE,FALSE
1.474876716,6.127441051,TRUE,FALSE
0.305000757,5.905744556,TRUE,FALSE
2.742671704,2.439683643,TRUE,FALSE
1.519151364,3.804259809,TRUE,FALSE
0.964635042,4.342769158,TRUE,FALSE
1.426322176,5.649158808,TRUE,FALSE
0.311107334,6.425699949,TRUE,FALSE
2.009952705,3.076283637,TRUE,FALSE
1.177757843,4.27054975,TRUE,FALSE
0.366576231,5.62038022,TRUE,FALSE
1.113966785,4.899932728,TRUE,FALSE
2.596554315,2.372725063,TRUE,FALSE
3.225566401,1.706053869,TRUE,FALSE
0.840446015,4.339086333,TRUE,FALSE
2.068100509,3.353497094,TRUE,FALSE
1.230482758,5.000912492,TRUE,FALSE
0.494114055,5.445774718,TRUE,FALSE
0.63450353,7.838299318,TRUE,FALSE
1.186835766,3.930029422,TRUE,FALSE
1.716787323,2.08068007,TRUE,FALSE
1.56817674,2.899248356,TRUE,FALSE
0.539079886,9.011283891,TRUE,FALSE
2.04007663,3.666911052,TRUE,FALSE
2.964677402,1.764060551,TRUE,FALSE
0.501309942,5.323628238,TRUE,FALSE
2.214057345,2.453030823,TRUE,FALSE
1.575536155,4.888618694,TRUE,FALSE
1.570036363,5.033265301,TRUE,FALSE
1.393062778,4.919299271,TRUE,FALSE
1.2450473,4.254162773,TRUE,FALSE
1.52237157,4.470786357,TRUE,FALSE
2.363142803,3.663930162,TRUE,FALSE
1.509568347,4.236412647,TRUE,FALSE
1.482869422,4.971589495,TRUE,FALSE
1.511512533,4.784080465,TRUE,FALSE
1.47486595,4.569695181,TRUE,FALSE
0.280677933,6.038848968,TRUE,FALSE
1.624626604,3.805114773,TRUE,FALSE
1.952127019,2.742535996,TRUE,FALSE
2.122408752,2.187150445,TRUE,FALSE
0.601453635,3.621298358,TRUE,FALSE
1.344458418,5.039850412,TRUE,FALSE
1.215429934,4.601685065,TRUE,FALSE
3.553419371,1.556925893,TRUE,FALSE
1.946990308,2.058062244,TRUE,FALSE
1.331832223,3.423863085,TRUE,FALSE
1.300515028,4.187462479,TRUE,FALSE
2.770297861,1.82721986,TRUE,FALSE
1.250619699,4.507893874,TRUE,FALSE
3.731994086,1.716253392,TRUE,FALSE
1.417894402,5.170868686,TRUE,FALSE
1.73265722,4.312820672,TRUE,FALSE
1.889178276,3.224053127,TRUE,FALSE
1.363283979,3.684948024,TRUE,FALSE
0.174723505,5.59225172,TRUE,FALSE
1.520925415,5.0101517,TRUE,FALSE
0.528710058,7.424542546,TRUE,FALSE
0.633020199,5.972288954,TRUE,FALSE
0.488568969,7.457226242,TRUE,FALSE
1.497333635,4.955583987,TRUE,FALSE
0.669606661,7.608292113,TRUE,FALSE
0.871291117,5.601952761,TRUE,FALSE
0.520478669,7.09930286,TRUE,FALSE
1.293432933,5.361592511,TRUE,FALSE
2.835095681,2.10981977,TRUE,FALSE
1.746070195,3.44006027,TRUE,FALSE
1.729625286,3.316678707,TRUE,FALSE
1.428033226,5.29715226,TRUE,FALSE
0.488671304,7.482133101,TRUE,FALSE
1.63745849,5.359221135,TRUE,FALSE
1.011681231,3.761629105,TRUE,FALSE
1.301738711,3.703067087,TRUE,FALSE
0.405269981,6.315809814,TRUE,FALSE
1.40315272,3.146157904,TRUE,FALSE
0.831917658,6.471428694,TRUE,FALSE
1.449520634,4.796681868,TRUE,FALSE
0.434198815,6.258128352,TRUE,FALSE
0.273467476,6.404605784,TRUE,FALSE
1.281560056,4.207058214,TRUE,FALSE
0.506820946,6.77497967,TRUE,FALSE
1.268358068,4.888651655,TRUE,FALSE
0.484710505,6.643605202,TRUE,FALSE
1.946096958,4.26814096,TRUE,FALSE
0.90945221,3.804050369,TRUE,FALSE
2.747946296,2.420541447,TRUE,FALSE
0.364265244,5.857266992,TRUE,FALSE
0.323610712,7.197722075,TRUE,FALSE
1.56275789,5.456776678,TRUE,FALSE
0.842941376,5.952872858,TRUE,FALSE
1.052321594,5.054724483,TRUE,FALSE
1.830239902,3.865404043,TRUE,FALSE
2.619227087,2.31900866,TRUE,FALSE
0.941452198,4.267204325,TRUE,FALSE
3.042005868,2.257195519,TRUE,FALSE
1.348024783,3.127972817,TRUE,FALSE
0.303456942,6.338840394,TRUE,FALSE
0.878618144,3.918176237,TRUE,FALSE
1.173191702,3.509074697,TRUE,FALSE
1.200481747,5.365502846,TRUE,FALSE
0.923113454,5.375444102,TRUE,FALSE
0.52385097,7.233584677,TRUE,FALSE
0.903077778,4.534032722,TRUE,FALSE
1.818914678,4.565588962,TRUE,FALSE
0.64526304,6.445875443,TRUE,FALSE
1.4503568,4.969598058,TRUE,FALSE
0.299577942,6.354991693,TRUE,FALSE
1.445922823,4.238179269,TRUE,FALSE
1.403149643,2.642199399,TRUE,FALSE
1.459257852,5.067916813,TRUE,FALSE
1.354163252,4.666790298,TRUE,FALSE
1.429284116,4.375666233,TRUE,FALSE
3.122489739,2.187712832,TRUE,FALSE
0.339767944,5.306900228,TRUE,FALSE
4.335734694,7.747640747,TRUE,FALSE
1.34014265,3.029262028,TRUE,FALSE
0.925564889,1.489599719,TRUE,FALSE
1.547650162,6.460892255,TRUE,FALSE
0.525801755,5.267572652,TRUE,FALSE
2.263930449,3.670597128,TRUE,FALSE
1.899234878,3.989043841,TRUE,FALSE
1.789340909,6.505184365,TRUE,FALSE
1.006641647,5.120012178,TRUE,FALSE
1.956322572,5.364273329,TRUE,FALSE
0.655888567,5.127781311,TRUE,FALSE
2.08861983,3.80477886,TRUE,FALSE
2.343587463,2.513472651,TRUE,FALSE
1.379561355,5.253499606,TRUE,FALSE
0.29026344,5.864491682,TRUE,FALSE
1.471978506,5.254766766,TRUE,FALSE
1.892748801,3.490042252,TRUE,FALSE
2.226452056,2.690314666,TRUE,FALSE
3.261298908,1.916200449,TRUE,FALSE
1.33229518,5.017433096,TRUE,FALSE
2.938839242,2.627093827,TRUE,FALSE
0.355741446,5.545315982,TRUE,FALSE
1.540840354,4.469175194,TRUE,FALSE
0.631980226,7.408671461,TRUE,FALSE
0.566300845,6.033446358,TRUE,FALSE
3.307654118,2.173999779,TRUE,FALSE
1.718622092,4.625579668,TRUE,FALSE
1.202301638,4.750023269,TRUE,FALSE
1.367745832,5.189619543,TRUE,FALSE
1.707777963,4.724433678,TRUE,FALSE
1.834135316,3.819870221,TRUE,FALSE
0.719249447,6.128951745,TRUE,FALSE
2.686952964,1.946974218,TRUE,FALSE
2.994499251,1.934045501,TRUE,FALSE
1.916308592,3.290143159,TRUE,FALSE
2.003042179,3.996239049,TRUE,FALSE
3.0839294,1.995283842,TRUE,FALSE
1.508337467,5.875493658,TRUE,FALSE
1.601070825,3.153483889,TRUE,FALSE
0.547260451,7.32210729,TRUE,FALSE
1.318026985,3.438328795,TRUE,FALSE
3.019077254,7.556407838,TRUE,FALSE
2.825466794,8.91301246,TRUE,FALSE
1.651442988,5.125457298,TRUE,FALSE
1.291072429,3.683989935,TRUE,FALSE
1.5575836,4.034809418,TRUE,FALSE
0.507824023,8.400849535,TRUE,FALSE
1.591361431,4.161793191,TRUE,FALSE
1.358180973,3.968947401,TRUE,FALSE
1.375225857,4.717861372,TRUE,FALSE
0.57417161,7.669152447,TRUE,FALSE
0.497705156,7.320614263,TRUE,FALSE
1.116642656,6.339470113,TRUE,FALSE
2.03198633,2.811988363,TRUE,FALSE
1.322638065,4.952601299,TRUE,FALSE
1.410402757,5.117615655,TRUE,FALSE
0.646166809,7.954851557,TRUE,FALSE
1.288931009,4.80264057,TRUE,FALSE
1.343847455,3.638440489,TRUE,FALSE
0.442435034,5.864059189,TRUE,FALSE
0.374691567,7.539826763,TRUE,FALSE
1.498135477,3.325608491,TRUE,FALSE
0.940818077,5.460226918,TRUE,FALSE
0.933264629,3.755788976,TRUE,FALSE
0.513906608,6.586959139,TRUE,FALSE
1.370690681,5.030799831,TRUE,FALSE
1.99437191,2.30463824,TRUE,FALSE
1.978403688,4.239950471,TRUE,FALSE
1.095081466,2.903108435,TRUE,FALSE
0.828383088,5.16972398,TRUE,FALSE
0.39912268,5.838075886,TRUE,FALSE
1.363009638,4.375835933,TRUE,FALSE
1.208710006,5.148316502,TRUE,FALSE
0.931257622,5.613623871,TRUE,FALSE
0.773711232,6.683225533,TRUE,FALSE
2.693335178,10.24320363,TRUE,FALSE
1.840391346,11.90631158,TRUE,FALSE
0.945197403,4.900316977,TRUE,FALSE
1.435657688,4.471286952,TRUE,FALSE
1.352506575,5.148306951,TRUE,FALSE
1.46572675,4.312931823,TRUE,FALSE
2.056688238,6.717660209,TRUE,FALSE
0.648216021,7.360275752,TRUE,FALSE
0.803132505,6.101787059,TRUE,FALSE
0.388004415,8.03742025,TRUE,FALSE
1.785493176,2.973423397,TRUE,FALSE
1.664451326,5.328979299,TRUE,FALSE
0.55810825,6.022550532,TRUE,FALSE
2.505898147,2.745039505,TRUE,FALSE
0.631519108,6.047546389,TRUE,FALSE
1.428978039,3.377367725,TRUE,FALSE
1.265142588,3.483207217,TRUE,FALSE
0.37738423,6.143896579,TRUE,FALSE
0.285707219,6.613961811,TRUE,FALSE
1.83333921,2.803456319,TRUE,FALSE
0.605243076,5.534911726,TRUE,FALSE
1.324290267,3.688165933,TRUE,FALSE
0.821204741,5.52612392,TRUE,FALSE
1.405946574,4.523640651,TRUE,FALSE
1.650080181,3.134171001,TRUE,FALSE
1.379168373,3.214158845,TRUE,FALSE
1.685571757,4.840219257,TRUE,FALSE
1.275524792,4.373884704,TRUE,FALSE
0.442499695,6.665188019,TRUE,FALSE
0.443184476,5.713000247,TRUE,FALSE
2.904497427,2.039139991,TRUE,FALSE
0.212996487,5.656656734,TRUE,FALSE
1.604672949,4.21456453,TRUE,FALSE
0.974022791,4.679786331,TRUE,FALSE
0.97379681,6.035649507,TRUE,FALSE
0.944557056,4.190076705,TRUE,FALSE
1.015795546,4.371290457,TRUE,FALSE
0.596407066,5.691837184,TRUE,FALSE
1.537689344,5.685357327,TRUE,FALSE
2.193962104,3.104512094,TRUE,FALSE
1.200001074,4.919005479,TRUE,FALSE
0.805286352,5.457460547,TRUE,FALSE
1.844266446,3.255873554,TRUE,FALSE
1.619544427,3.492034154,TRUE,FALSE
1.180122181,4.234824639,TRUE,FALSE
2.899456971,2.140080382,TRUE,FALSE
1.846269358,2.637984294,TRUE,FALSE
0.870269193,5.257446961,TRUE,FALSE
0.343324825,7.063992073,TRUE,FALSE
1.087798906,3.417151233,TRUE,FALSE
1.05837222,4.215146781,TRUE,FALSE
1.825021607,2.767288414,TRUE,FALSE
1.254926309,4.773627112,TRUE,FALSE
0.923703415,4.521264496,TRUE,FALSE
1.689367046,3.275233076,TRUE,FALSE
0.305553026,6.948102431,TRUE,FALSE
1.660082312,4.43286138,TRUE,FALSE
1.856381875,3.578006005,TRUE,FALSE
0.60983772,7.276908657,TRUE,FALSE
0.488657571,6.67049019,TRUE,FALSE
1.33590366,5.367726416,TRUE,FALSE
1.531425895,4.348690351,TRUE,FALSE
1.31188597,5.117014861,TRUE,FALSE
0.231371851,4.411882547,TRUE,FALSE
2.506620693,2.442653981,TRUE,FALSE
1.308723892,4.407318604,TRUE,FALSE
3.754431777,1.716557358,TRUE,FALSE
1.213783202,4.777647376,TRUE,FALSE
1.474379123,5.212843613,TRUE,FALSE
0.695653406,7.123048046,TRUE,FALSE
2.36303729,2.760691491,TRUE,FALSE
1.905695729,3.011197472,TRUE,FALSE
0.369109987,5.953594748,TRUE,FALSE
0.971398889,5.578393017,TRUE,FALSE
1.582714066,4.344546338,TRUE,FALSE
0.332151421,6.007600832,TRUE,FALSE
1.849491618,4.914861375,TRUE,FALSE
1.200938811,4.199577343,TRUE,FALSE
2.019497964,3.756347473,TRUE,FALSE
0.782814156,4.9680106,TRUE,FALSE
3.155098218,1.874312209,TRUE,FALSE
1.281169819,3.92236983,TRUE,FALSE
3.278914074,1.884327383,TRUE,FALSE
0.673117303,4.651347584,TRUE,FALSE
0.78551997,4.152591806,TRUE,FALSE
1.085365287,4.879235645,TRUE,FALSE
1.691016103,3.085343868,TRUE,FALSE
1.072260003,4.846239249,TRUE,FALSE
0.439257699,6.379445817,TRUE,FALSE
1.853053256,3.8280215,TRUE,FALSE
0.392211238,8.153731253,TRUE,FALSE
1.534140162,5.60721889,TRUE,FALSE
1.903158234,3.463407915,TRUE,FALSE
3.186114597,2.551184077,TRUE,FALSE
1.301070311,5.424917817,TRUE,FALSE
1.922927979,4.6858791,TRUE,FALSE
1.155963759,3.972769937,TRUE,FALSE
3.152388822,3.045030412,TRUE,FALSE
0.822989865,4.845025991,TRUE,FALSE
3.010102056,2.457076858,TRUE,FALSE
0.491704248,6.766500456,TRUE,FALSE
1.888922406,3.236598946,TRUE,FALSE
0.589824761,6.97045004,TRUE,FALSE
0.511379874,6.464409416,TRUE,FALSE
1.822016296,3.633260839,TRUE,FALSE
1.312681146,5.064349149,TRUE,FALSE
0.599919761,7.395378204,TRUE,FALSE
1.406782923,4.438212898,TRUE,FALSE
1.574153544,3.834854181,TRUE,FALSE
1.097702945,4.400196756,TRUE,FALSE
1.263768858,3.900941947,TRUE,FALSE
2.789607835,2.180909023,TRUE,FALSE
1.757181801,3.166791259,TRUE,FALSE
3.277421522,1.703410038,TRUE,FALSE
1.407815163,3.662461629,TRUE,FALSE
0.825980889,4.883668606,TRUE,FALSE
1.52012049,2.738972589,TRUE,FALSE
1.270775928,4.642627417,TRUE,FALSE
1.256584124,4.64504557,TRUE,FALSE
0.574365168,4.672070932,TRUE,FALSE
2.079647824,2.837876386,TRUE,FALSE
0.96723032,3.943501673,TRUE,FALSE
0.577145838,7.075434822,TRUE,FALSE
1.408520186,3.584573192,TRUE,FALSE
1.115268047,4.832786798,TRUE,FALSE
3.34084877,1.583549467,TRUE,FALSE
3.306028518,1.660706076,TRUE,FALSE
1.42107244,2.471323186,TRUE,FALSE
0.308744069,6.733814924,TRUE,FALSE
1.338925621,5.082485228,TRUE,FALSE
1.247767891,3.521886354,TRUE,FALSE
0.284387897,5.971714226,TRUE,FALSE
0.808814811,6.139240418,TRUE,FALSE
1.663367098,3.682048991,TRUE,FALSE
1.82290732,3.114360495,TRUE,FALSE
1.682755013,3.211257888,TRUE,FALSE
1.248716502,3.76038803,TRUE,FALSE
0.298364177,6.761774037,TRUE,FALSE
0.356907317,5.925679024,TRUE,FALSE
0.898525747,6.152792564,TRUE,FALSE
0.162447636,4.325269668,TRUE,FALSE
0.621564456,6.74551683,TRUE,FALSE
0.999824666,4.514531245,TRUE,FALSE
0.576058793,7.391387089,TRUE,FALSE
0.42568363,5.658933097,TRUE,FALSE
0.675208588,6.642378829,TRUE,FALSE
0.521895683,7.732480731,TRUE,FALSE
1.349250366,4.462992227,TRUE,FALSE
1.165173962,3.383447809,TRUE,FALSE
0.551703693,6.536258938,TRUE,FALSE
0.35468184,6.029278397,TRUE,FALSE
0.930362803,4.456665032,TRUE,FALSE
1.360165157,4.737805467,TRUE,FALSE
1.060731707,3.977207565,TRUE,FALSE
1.286106373,4.668016285,TRUE,FALSE
1.376464607,3.406175648,TRUE,FALSE
0.323270528,7.309328832,TRUE,FALSE
1.528905052,4.267965821,TRUE,FALSE
1.465583569,3.936721263,TRUE,FALSE
0.465524006,6.915565517,TRUE,FALSE
1.673971122,2.9831347,TRUE,FALSE
1.118020129,3.49113864,TRUE,FALSE
1.297295994,3.909067253,TRUE,FALSE
0.591285704,7.705644435,TRUE,FALSE
1.996597619,1.773294424,TRUE,FALSE
0.940696382,6.197711011,TRUE,FALSE
1.082762428,4.50751348,TRUE,FALSE
0.928088514,4.963715205,TRUE,FALSE
1.698759953,5.322966253,TRUE,FALSE
0.837362361,5.155138139,TRUE,FALSE
0.698840675,8.735226895,TRUE,FALSE
0.991102925,17.11080609,TRUE,FALSE
1.479506147,4.465551546,TRUE,FALSE
0.532999451,7.448667297,TRUE,FALSE
0.892226115,9.367346262,TRUE,FALSE
1.162247168,3.953886545,TRUE,FALSE
0.856010315,7.925452676,TRUE,FALSE
0.561288199,7.360316673,TRUE,FALSE
0.436900113,7.06901757,TRUE,FALSE
0.633750957,8.169631855,TRUE,FALSE
1.338104665,12.95170445,TRUE,FALSE
2.976163025,8.889670568,TRUE,FALSE
0.708239391,8.532558084,TRUE,FALSE
0.402012632,7.980530798,TRUE,FALSE
0.499888102,9.258989044,TRUE,FALSE
0.242654235,4.047501644,TRUE,FALSE
0.300218553,6.096184854,TRUE,FALSE
0.658260913,7.303105862,TRUE,FALSE
1.589063381,1.949751373,TRUE,FALSE
1.053622616,6.781946887,TRUE,FALSE
0.998802723,5.287348383,TRUE,FALSE
0.476987589,7.80467123,TRUE,FALSE
1.590240631,4.01476646,TRUE,FALSE
1.275739563,3.598805813,TRUE,FALSE
0.459178591,8.384088713,TRUE,FALSE
2.194472729,2.592926543,TRUE,FALSE
0.207332183,6.216942498,TRUE,FALSE
2.398383073,2.536253187,TRUE,FALSE
1.312221207,4.152893131,TRUE,FALSE
0.733987039,6.360146555,TRUE,FALSE
0.282309564,5.284457095,TRUE,FALSE
1.116031419,4.256274426,TRUE,FALSE
0.594117532,7.103594846,TRUE,FALSE
0.263575588,6.343139935,TRUE,FALSE
0.505730916,8.243717153,TRUE,FALSE
0.448722977,8.27044013,TRUE,FALSE
1.811067059,4.494882401,TRUE,FALSE
1.67692209,3.380202679,TRUE,FALSE
0.577286089,7.177999174,TRUE,FALSE
1.304286736,4.514048357,TRUE,FALSE
1.600917055,4.17571913,TRUE,FALSE
0.558894919,7.65607846,TRUE,FALSE
1.855258547,3.328938825,TRUE,FALSE
2.333800396,1.705112888,TRUE,FALSE
1.119775814,4.886104138,TRUE,FALSE
1.526521956,3.519019817,TRUE,FALSE
1.045004201,3.775545309,TRUE,FALSE
0.726882507,7.277115697,TRUE,FALSE
0.955794359,10.32658977,TRUE,FALSE
1.015736405,4.190226516,TRUE,FALSE
1.237019581,4.973443171,TRUE,FALSE
1.938528638,3.059456544,TRUE,FALSE
0.135504274,5.518004563,TRUE,FALSE
0.613923145,14.08782118,TRUE,FALSE
1.533453467,4.286874826,TRUE,FALSE
1.365057274,4.072153884,TRUE,FALSE
1.32925413,3.613543272,TRUE,FALSE
0.496776697,7.26077271,TRUE,FALSE
0.594648041,7.736172558,TRUE,FALSE
0.34073189,6.817906417,TRUE,FALSE
1.284031682,3.78329116,TRUE,FALSE
1.734698239,14.02814361,TRUE,FALSE
0.662089697,8.493903658,TRUE,FALSE
0.81256507,5.88890483,TRUE,FALSE
1.713780905,3.723044446,TRUE,FALSE
1.963117968,3.286813829,TRUE,FALSE
1.76736551,3.92031563,TRUE,FALSE
1.706370398,2.593783822,TRUE,FALSE
0.595994687,7.302926835,TRUE,FALSE
1.291819454,6.185874743,TRUE,FALSE
0.4764402,6.529515528,TRUE,FALSE
1.482968479,4.910420055,TRUE,FALSE
0.384272472,5.67464305,TRUE,FALSE
3.067747085,4.799269925,TRUE,FALSE
0.573735226,7.113186192,TRUE,FALSE
3.544729225,2.021946068,TRUE,FALSE
2.845210527,6.645985834,TRUE,FALSE
0.960689751,3.840220697,TRUE,FALSE
1.265702373,4.130565912,TRUE,FALSE
0.489875796,8.170911414,TRUE,FALSE
1.851633992,1.617590849,TRUE,FALSE
0.537040344,7.074351478,TRUE,FALSE
2.541590709,2.527687027,TRUE,FALSE
1.704059124,3.551599266,TRUE,FALSE
0.713348736,6.707152072,TRUE,FALSE
1.763177844,3.613339946,TRUE,FALSE
1.044370388,4.960368981,TRUE,FALSE
0.983831639,4.968283072,TRUE,FALSE
0.508895293,6.85633489,TRUE,FALSE
0.52678158,7.51822083,TRUE,FALSE
0.431562094,6.731235775,TRUE,FALSE
0.82321964,4.941762403,TRUE,FALSE
1.130073334,3.911333141,TRUE,FALSE
1.350491037,3.082382136,TRUE,FALSE
0.836838029,8.004347132,TRUE,FALSE
0.544666459,7.456979104,TRUE,FALSE
0.463029344,6.708980063,TRUE,FALSE
0.270828287,6.43580184,TRUE,FALSE
1.73087633,1.628889506,TRUE,FALSE
0.481214053,7.137343756,TRUE,FALSE
0.279874104,6.609747316,TRUE,FALSE
0.85044441,4.75680754,TRUE,FALSE
0.713817396,7.33696194,TRUE,FALSE
0.382035292,7.829761182,TRUE,FALSE
0.424286054,7.809705798,TRUE,FALSE
1.762543417,3.298753935,TRUE,FALSE
0.392014071,5.981539219,TRUE,FALSE
0.379561826,7.75058974,TRUE,FALSE
0.472444218,6.539838486,TRUE,FALSE
0.999709149,12.97614968,TRUE,FALSE
1.265248052,5.397584102,TRUE,FALSE
1.625801888,5.727656174,TRUE,FALSE
1.726710327,4.159754598,TRUE,FALSE
1.303127791,3.832499081,TRUE,FALSE
1.397082025,4.362408423,TRUE,FALSE
1.901348407,3.98851495,TRUE,FALSE
0.474842879,7.514180362,TRUE,FALSE
2.062813582,3.209968137,TRUE,FALSE
1.745911357,3.578447563,TRUE,FALSE
1.405056496,4.961884465,TRUE,FALSE
1.265282898,3.571242873,TRUE,FALSE
1.768293829,4.080161265,TRUE,FALSE
0.696562701,5.010046744,TRUE,FALSE
1.623954749,6.110741844,TRUE,FALSE
3.613544167,1.641611611,TRUE,FALSE
2.24623904,3.31705155,TRUE,FALSE
1.126361616,5.842289059,TRUE,FALSE
0.931673192,5.228768992,TRUE,FALSE
2.886201981,2.335898143,TRUE,FALSE
2.978471932,2.032615574,TRUE,FALSE
2.036269495,5.48007577,TRUE,FALSE
1.565598606,6.235603169,TRUE,FALSE
1.540882593,4.187173803,TRUE,FALSE
0.674528643,4.903241827,TRUE,FALSE
1.507385934,5.498434422,TRUE,FALSE
1.776121556,3.797291592,TRUE,FALSE
2.302713739,3.055570539,TRUE,FALSE
1.361195085,3.918380938,TRUE,FALSE
1.500682122,4.280344869,TRUE,FALSE
1.787258269,4.08939079,TRUE,FALSE
1.409340989,3.449330477,TRUE,FALSE
0.424676277,5.262372606,TRUE,FALSE
2.234119695,2.475585809,TRUE,FALSE
1.53401299,4.185940557,TRUE,FALSE
0.907973774,4.425194694,TRUE,FALSE
1.28477347,6.479023077,TRUE,FALSE
1.278665402,5.205083489,TRUE,FALSE
0.297777079,5.549111857,FALSE,FALSE
0.815303051,2.836233033,FALSE,FALSE
0.589543179,2.644414104,FALSE,FALSE
2.266212718,1.786702901,FALSE,FALSE
1.323232787,3.017001691,FALSE,FALSE
0.252329799,6.131188741,FALSE,FALSE
2.323120957,1.831351949,FALSE,FALSE
2.088440652,1.52842536,FALSE,FALSE
2.65542764,0.782661187,FALSE,FALSE
2.405566157,1.630792399,FALSE,FALSE
0.635438008,4.211246478,FALSE,FALSE
3.496426366,0.953928936,FALSE,FALSE
1.999083943,1.796862544,FALSE,FALSE
1.487740896,1.921256874,FALSE,FALSE
1.101679678,1.861208586,FALSE,FALSE
1.981667105,1.699018712,FALSE,FALSE
1.806737667,1.587381738,FALSE,FALSE
2.027347665,1.682215023,FALSE,FALSE
1.828405391,1.400975664,FALSE,FALSE
1.807122066,1.48772431,FALSE,FALSE
2.001989855,1.562426837,FALSE,FALSE
0.511665181,2.442275998,FALSE,FALSE
2.169015608,0.522189008,FALSE,FALSE
3.406095712,0.804443551,FALSE,FALSE
0.690850353,1.086958191,FALSE,FALSE
0.553968946,2.216041319,FALSE,FALSE
2.30779014,1.754737783,FALSE,FALSE
2.502593375,1.241878559,FALSE,FALSE
1.552536553,2.518735874,FALSE,FALSE
1.435357409,1.71652758,FALSE,FALSE
0.658668108,2.605590682,FALSE,FALSE
1.043123465,1.997288176,FALSE,FALSE
0.61714187,2.622382859,FALSE,FALSE
2.509447846,1.125996545,FALSE,FALSE
0.519042291,2.394523398,FALSE,FALSE
3.262221688,0.838857795,FALSE,FALSE
0.999726745,0.979254274,FALSE,FALSE
2.321843269,0.572783937,FALSE,FALSE
1.167464692,3.018382356,FALSE,FALSE
3.189733492,0.859567175,FALSE,FALSE
0.325759331,5.231121423,FALSE,FALSE
1.368221761,1.449931747,FALSE,FALSE
3.265435228,0.787147156,FALSE,FALSE
2.272608577,1.668061114,FALSE,FALSE
2.286202994,1.199401796,FALSE,FALSE
1.666505629,1.748280745,FALSE,FALSE
1.592400446,1.787643948,FALSE,FALSE
3.220521909,0.853036739,FALSE,FALSE
1.732856001,0.776698904,FALSE,FALSE
2.198795612,1.558606142,FALSE,FALSE
1.488381707,1.396491602,FALSE,FALSE
0.204592003,6.032907369,FALSE,FALSE
2.26961791,1.681760784,FALSE,FALSE
2.236081184,0.617711508,FALSE,FALSE
0.385009362,5.348920156,FALSE,FALSE
2.265557881,1.916623951,FALSE,FALSE
0.948764001,1.250830972,FALSE,FALSE
1.62273173,2.262963074,FALSE,FALSE
1.067842609,2.932797538,FALSE,FALSE
1.438938982,0.91413772,FALSE,FALSE
1.611977314,0.857477724,FALSE,FALSE
1.299788597,0.93569781,FALSE,FALSE
3.215453529,0.828717298,FALSE,FALSE
0.324877016,5.140644444,FALSE,FALSE
1.056278798,1.215860641,FALSE,FALSE
2.429727922,1.147177601,FALSE,FALSE
0.93528879,1.255053507,FALSE,FALSE
2.381647534,1.87008787,FALSE,FALSE
1.012626207,2.994036762,FALSE,FALSE
2.500343333,1.773504821,FALSE,FALSE
0.165395215,5.645677348,FALSE,FALSE
1.666474505,1.667321097,FALSE,FALSE
0.583361368,2.681295588,FALSE,FALSE
2.743802747,1.162624506,FALSE,FALSE
3.558907472,0.776325216,FALSE,FALSE
3.061998298,0.700946442,FALSE,FALSE
1.056613786,1.345217502,FALSE,FALSE
1.37327221,2.746154382,FALSE,FALSE
0.157971305,5.158323419,FALSE,FALSE
1.442159685,2.565756581,FALSE,FALSE
3.66286727,0.907329445,FALSE,FALSE
3.224510729,1.032694431,FALSE,FALSE
2.75016898,0.763512714,FALSE,FALSE
1.388498276,2.612497887,FALSE,FALSE
0.751356629,4.006299412,FALSE,FALSE
2.393566303,0.676266725,FALSE,FALSE
1.081848321,1.313049724,FALSE,FALSE
2.534504885,0.700615231,FALSE,FALSE
0.406169389,5.719135947,FALSE,FALSE
0.281916368,4.635281955,FALSE,FALSE
2.248141837,1.759837171,FALSE,FALSE
2.134538179,1.48015051,FALSE,FALSE
2.163028289,1.841560523,FALSE,FALSE
