feature,PEG / %,FUS / uM
TRUE,6.017722438301653,0.6135029025208583
FALSE,3.126935803848661,0.593700338
FALSE,4.017053859222781,0.4552855822292034
TRUE,5.050453026593116,0.4084896779071824
FALSE,3.535912444767339,0.4634432676261109
FALSE,0.4425099742484812,2.0403890221735907
TRUE,3.0974542707525208,0.576076717
FALSE,4.810300481349636,0.25320377
FALSE,0.9234919795265164,0.9197517625479276
TRUE,7.077309604994508,0.2133162000322423
FALSE,3.4429202478228778,0.4615786343909527
TRUE,6.646141015383593,0.3367133965646802
FALSE,4.125719748,0.5477515877832819
FALSE,3.879182506443657,0.2150873496470483
FALSE,3.7659255522731208,1.2985546363120228
TRUE,4.840563920670929,0.076203427
TRUE,6.769787247541272,0.0552013
FALSE,1.9938361762395884,0.647545545
TRUE,6.470206623363657,0.326402745
FALSE,5.373445180713485,0.077837939
TRUE,3.8395113484852152,1.6385260910609631
FALSE,4.643878766171508,0.1481049615512457
FALSE,3.6315510200745913,0.9692787489337218
TRUE,5.142294526020232,0.3652469204578313
FALSE,1.3018202141671955,0.8968190165580456
FALSE,5.614997191476017,0.1298236819981863
FALSE,4.738227458609731,0.3307261938928366
FALSE,0.5941582997687876,0.5000453480133926
TRUE,3.8429251744002553,1.0831443751491476
FALSE,2.5888879492810704,1.0675657390906923
FALSE,1.7476638036204208,0.8987009763454676
FALSE,2.9073611763291107,0.8935722
FALSE,1.7255578871878194,0.6974774922209962
FALSE,1.527422597141088,0.63542713
FALSE,1.199738780576601,1.2049204225603427
FALSE,4.780925406682544,0.3538927443563619
TRUE,5.029290838847518,0.674921711
FALSE,3.721351613154424,0.4639166172389988
FALSE,1.5454091768348488,0.8817267110819087
FALSE,2.5449704963324544,0.5766566023245295
TRUE,6.246642599008198,0.078984459
FALSE,0.6038011447361923,0.7255168891600724
TRUE,6.080111397268311,0.4395649523116977
TRUE,5.947876648896948,0.4493319991799283
TRUE,6.265908936159338,0.6763936739433382
TRUE,5.265628944106819,0.56428067
FALSE,4.000297496425641,0.3792084997588619
TRUE,4.680906176995214,0.8308555474796429
TRUE,4.945301409750762,0.6415917951041455
FALSE,2.089127708636021,0.9807867339779353
FALSE,3.3289806340769195,1.2452221885681225
TRUE,5.335845457,0.3651184629604294
FALSE,0.6556173027853661,1.3802515322870768
FALSE,2.1967035546756097,1.2516978517068875
FALSE,5.478772532011191,0.2080098163348532
FALSE,3.551300232145507,1.2873275567265776
TRUE,5.035008369221512,0.8569700804061009
FALSE,2.9991640295443096,0.6649328550359537
TRUE,4.552227566188472,0.4993953170218804
FALSE,1.6983467153638985,1.5052855647972931
TRUE,5.417471939831085,0.3573406863858958
TRUE,6.938409213197983,0.3662952812350042
FALSE,2.3817046772991044,0.5648103413034188
TRUE,4.272837025,0.7479719002927356
TRUE,8.164359567,0.092376674
TRUE,6.202828543224789,0.099373818
FALSE,1.7167877530526623,0.7127827035940294
FALSE,4.210808087230438,0.8034392775100783
FALSE,3.4531470456160336,0.2883858197661048
TRUE,5.222458144044184,0.9494230337480448
FALSE,0.2730813502242936,0.7893112256083944
FALSE,3.731133188,1.222216145307495
FALSE,1.3936546582093343,1.072304551506388
FALSE,3.697014845705787,0.1116552371362602
FALSE,3.021065169129386,0.7206768011846716
FALSE,1.827127257581256,1.356365874223002
FALSE,1.379948133019372,0.7114453326415795
FALSE,1.3689080528809647,1.2549108582656856
FALSE,2.911914374439139,0.6254800915028264
FALSE,0.6296790646266671,0.6640938855245523
FALSE,2.0528053944100155,1.1235474779143109
FALSE,2.1573114418591723,0.9654379900459268
FALSE,0.3793478029241468,1.322430762553342
FALSE,2.065555012860713,0.6002600665684314
FALSE,4.383808261747698,0.7344876821626268
FALSE,3.8988361052404295,0.4956088294356753
TRUE,5.278117934099746,0.3663130322804523
FALSE,2.2614704386548854,1.164023283326541
TRUE,7.132849421203948,0.1547544704975117
FALSE,4.902412455351397,0.165954258
FALSE,3.3241876333886564,1.4101372802706815
FALSE,4.074854844897749,0.3648843410146156
FALSE,1.5475175335743911,0.7660097913828466
FALSE,5.478772532011191,0.2080098163348532
FALSE,2.709284080130687,0.8035745087479358
FALSE,4.091924442053374,0.5815496158275906
FALSE,1.4541579751863545,1.0461636620707768
FALSE,3.312155888085275,1.425381028531273
TRUE,5.567760833989267,0.3609008981486089
TRUE,4.693212025884698,0.2390526819695595
TRUE,5.581324531593003,0.8800980617756959
TRUE,7.056591445875108,0.1463099874796502
TRUE,7.165613383701709,0.3860394494914029
TRUE,5.810282056658986,0.5428857138183598
FALSE,1.2860260417610834,1.2462868081259788
TRUE,7.785659013707171,0.080426602
FALSE,3.2170806849672644,0.697735056
TRUE,5.157829273387005,0.5923904570896084
FALSE,4.7358482159936806,0.4945945122804874
TRUE,6.328917593257128,0.1757249207251738
FALSE,2.925008881719202,0.986023536
TRUE,5.184311101777174,0.4986831770060766
FALSE,3.4534488432855186,1.3958797487716157
FALSE,2.2437713239015222,0.6127284636934408
FALSE,4.141413183809757,0.9262708954558811
FALSE,4.671597849262626,0.5128127968113637
TRUE,4.462917605907922,0.503993241
FALSE,2.710984717706714,0.533301792
FALSE,4.645632425823319,0.5350555594949418
FALSE,2.7367396407015083,0.5510361699776194
FALSE,0.52901488,1.289702696991745
FALSE,1.353215784190145,1.1368044984135663
FALSE,4.833524275284225,0.3560360553385563
TRUE,5.957969186683402,0.2072218889695078
TRUE,6.089974863597072,0.1172987272893496
FALSE,4.409485160649764,0.137698849
TRUE,3.772844574812744,0.1037450933544024
FALSE,4.599490034834551,0.3838364012266453
FALSE,1.7463013027837595,1.346405740832452
FALSE,0.8939507702501576,2.3230244601492025
FALSE,1.2002945933570337,2.1588818756841235
FALSE,3.968043305341903,0.716139135
FALSE,0.8448955998217246,0.6571437107926504
TRUE,5.832678138814301,0.5769712543378044
FALSE,1.3224637292215715,1.3602786297395904
TRUE,4.447412923493238,1.080382355906247
TRUE,4.604251479659378,0.9891376376487218
FALSE,1.278675023999963,1.338990845957629
TRUE,7.636441389795296,0.1119915659100068
FALSE,0.871123953,1.0962988401778546
TRUE,2.227474396983496,1.6359936213433075
FALSE,4.638819101443192,0.1662480972567033
FALSE,4.895023984068971,0.2643729410837935
FALSE,4.514489080015586,0.4165369333307404
FALSE,3.083482628779717,0.3030430978672878
FALSE,1.5513873062906618,1.0683525445124318
TRUE,6.646429858,0.1919231834892263
FALSE,3.509967267977834,0.7534548860091358
TRUE,6.063905972619518,0.2806948690710962
FALSE,2.1712652061179827,0.909389793
FALSE,2.845771973618843,1.0268044667414276
FALSE,1.5362754208697371,0.6423724369540892
TRUE,4.182436439710959,0.5277666866370176
FALSE,5.769252940096089,0.055774577
FALSE,2.4001885128038105,1.3011575990289588
TRUE,5.629553983574147,0.054499201
TRUE,5.893603122854587,0.1219681382783604
FALSE,1.8086677513475768,0.6438360300822626
FALSE,2.9393211826447274,0.5600059193311353
TRUE,4.815927731279986,0.5064967213378088
FALSE,2.6647311464389376,1.446822042462658
TRUE,0.8635706772895632,0.6858346615704051
FALSE,7.440177855485738,0.022175137
FALSE,3.2318793694277184,0.8018263021609523
FALSE,2.038605045782897,0.8029047842159002
FALSE,2.4980356141874696,0.4191599896977793
FALSE,4.058048789350459,0.3778257651453092
FALSE,5.35470235,0.3785853216693388
TRUE,7.790718333384871,0.1456872132222112
FALSE,2.6477335744736195,0.8522216983187311
FALSE,2.201176848140052,1.123827964164246
FALSE,2.715559920340208,0.6700666304281335
FALSE,1.8155089297184124,0.5971789432684986
TRUE,5.906527036,0.2996435114557325
TRUE,4.642511980398704,0.4302397069846967
FALSE,2.700337253392343,0.8014858657347429
FALSE,5.220541822274158,0.3789387760293886
FALSE,3.4636296180497816,0.4311730448193008
FALSE,2.0099041984150903,0.9012195185296484
FALSE,1.772647754105427,0.7566709187290052
TRUE,6.019198111955353,0.190334582
FALSE,2.894384404,0.6111078938250644
FALSE,3.139956454480625,0.5505622679850848
TRUE,4.864072624753514,0.3703396736284116
TRUE,5.914073637392236,0.3679822892942712
FALSE,2.262268811943903,1.3239666170843023
TRUE,3.4506128134231737,0.3338195633772347
FALSE,1.0544836016903505,1.2113608272034546
TRUE,6.009324557556019,0.2717642591075231
FALSE,1.9684488392489772,0.5189335963068535
FALSE,2.7735889534750093,0.3539061859317565
FALSE,3.726137355885354,0.6218888738387714
FALSE,0.5649783394615268,1.3088941836205097
TRUE,4.598927223860086,0.7809707217207185
FALSE,3.2246746832752424,0.4084430078535165
FALSE,4.521647896952719,0.1864674756392423
FALSE,3.350028103615758,0.6693087429148932
TRUE,4.901361852532389,0.6773038260665195
FALSE,2.2765874512176056,1.0535859126174256
FALSE,2.052564848248359,0.759717119
TRUE,5.884473658122941,0.2307827727379056
FALSE,4.071674349577735,0.6751873501866767
TRUE,6.893949534230055,0.155083627
TRUE,6.531563457981794,0.2498881844296671
FALSE,0.8733797737547392,0.7047163092708123
FALSE,1.2470787029240618,0.6917154598830011
FALSE,2.546929498355364,0.7401932869066052
FALSE,4.252129245,0.9632772552706534
TRUE,8.113179441741353,0.03730931
TRUE,5.666210341470493,0.356308906
FALSE,3.467941557533874,0.8067624223002144
TRUE,5.465304859,0.3405584617763924
TRUE,6.174350242091196,0.1362489282502607
FALSE,3.8422479471440223,0.8840523320822278
FALSE,3.217110104198949,0.4396853446381519
TRUE,1.5190929467867325,1.0036535314063018
FALSE,0.613707967,0.6799334910403939
FALSE,1.6738911056485988,1.0639494665428673
TRUE,5.097778010985059,0.9309383990594008
FALSE,3.4571019759900485,1.1868019214601695
TRUE,5.992866497092765,0.1369799975614306
FALSE,1.147922087461589,1.5310769869073593
FALSE,4.960108189522617,0.4890679805058832
TRUE,7.112586594139585,0.121266155
FALSE,3.877282861023652,0.4470682539535927
FALSE,3.6800434231035375,0.8306556186515525
FALSE,2.097065188331623,0.6146069277706114
FALSE,4.873323225783042,0.3036773234475054
FALSE,2.8520469753094084,0.6306625684633193
FALSE,4.583262472349156,0.2512071109363957
FALSE,0.9119964995477542,1.4517543739976329
TRUE,1.4179884445871414,1.100142850037708
FALSE,0.6404265378163204,0.3312197967801556
TRUE,8.385587084809199,0.024545478
FALSE,1.5801477577049148,2.1591036275390127
FALSE,4.6890421464129615,0.3634689976277689
FALSE,1.5360360586498305,1.8927830816254527
TRUE,7.055393288,0.2685671275037708
TRUE,5.781582131231068,0.3665194675121866
FALSE,1.9707480832592352,0.6625810687735583
FALSE,3.1885621372199155,1.3745481035988596
FALSE,3.5542017403300843,0.722206923
FALSE,1.5395327619679977,1.0332631187352967
FALSE,2.165159616157055,0.5742254493335287
FALSE,2.874439592809641,0.3951953601322552
TRUE,7.830474162984817,0.063121485
FALSE,2.943205824432154,0.4681347281576237
FALSE,3.214414703644071,0.7168704220201931
TRUE,5.527958360119471,0.2390296666388675
FALSE,3.159846173595776,1.0538410153893265
FALSE,3.6432490105164246,0.9063229369775054
FALSE,4.961149222087288,0.2404843136506945
FALSE,2.897040099,0.8263084872379304
FALSE,2.898345469451492,0.4819843214837067
TRUE,5.653295826343729,0.3841359685918362
FALSE,4.154237548071787,0.4363540210757091
TRUE,5.543310879183567,0.6545922798005777
FALSE,3.840609442157621,0.5074695450472821
FALSE,3.8181511550111513,0.8653654730277842
FALSE,2.433459739,0.8499451782213966
FALSE,3.4402543205307854,1.5995808486146428
FALSE,3.598739620414714,0.3685839866964274
FALSE,3.206995327664384,0.4194691946402116
FALSE,1.9025404764896543,0.9186468985764707
FALSE,1.7052702765789158,0.3967612248869247
FALSE,3.3137350828982086,0.6628474575264645
FALSE,1.5735473017011408,0.6501364864542754
TRUE,5.364690655795537,0.3256527685977317
FALSE,4.0778684813858135,0.5507084566925953
FALSE,3.0241900188566784,0.3485800096483774
TRUE,4.314158511610889,0.5199592337802246
FALSE,3.620092528463833,1.2005784128772692
FALSE,5.682743841482763,0.060620038
FALSE,2.903374198965572,1.430450054320298
TRUE,4.312153581830346,0.5943763475421582
TRUE,6.770999407747944,0.1539148009910826
TRUE,6.368615628346996,0.3004141747744683
FALSE,0.4515498169575005,1.500870045896732
FALSE,1.6668360995572278,0.9146205895558448
TRUE,6.024288313177011,0.1654633864743498
FALSE,0.4483175511839877,0.6506394621787827
FALSE,1.6942910597612144,1.4054742708193375
FALSE,2.4531399920094725,0.5663089231945929
TRUE,7.808959087024181,0.1064287025024245
FALSE,3.167754447864581,0.7112328920458336
FALSE,5.194173927128555,0.2055207119084001
FALSE,4.781452006822056,0.5687305092372963
FALSE,1.6263462975849452,0.5822586498533308
FALSE,3.4833738578111504,0.4851671903402424
FALSE,4.682254416975095,0.9521677040110172
TRUE,7.173446479227205,0.3922611563519171
TRUE,4.7330409742683095,0.4927984556790681
FALSE,1.506565248481011,1.3117504630667478
TRUE,6.614208121391281,0.3599430235190272
TRUE,6.696929516163587,0.2640014548054642
FALSE,2.0985588729550697,1.163689841
FALSE,4.817612364558682,0.3200317456599016
FALSE,5.558976572,0.099521871
FALSE,1.2159487690557118,1.1419452953620552
TRUE,4.8156817445312186,0.4858495656340403
FALSE,1.286071873221701,2.058487177907199
FALSE,2.0606899019105454,1.0467774902306783
FALSE,3.121588267,0.3744309913172629
FALSE,3.4674294770369243,0.6411894164116888
TRUE,7.024772772458287,0.042368147
FALSE,2.0244382,1.0600641323397209
FALSE,1.2982573813194602,2.292768035927632
FALSE,1.1590433695283835,0.707189047
TRUE,5.572492069248198,0.6506008679882583
FALSE,2.7010687645492206,0.6575125843354633
FALSE,3.148430515792399,1.007716588466106
FALSE,2.3363910620538637,0.6333321345422026
TRUE,5.151907073242239,0.8050068579310665
TRUE,4.985489456,1.2751047025936022
FALSE,2.735548762331142,0.8080755394854287
FALSE,2.7616855679596304,0.7452507066398033
TRUE,5.167939886752609,0.3180709924949443
FALSE,4.213424809489677,0.509056387
TRUE,7.781394469340311,0.2302853416897212
TRUE,5.723306671618184,0.4439380927051521
FALSE,1.9495354540402687,1.1917843685375502
FALSE,3.578619542276668,0.921956093
FALSE,3.658853283449806,0.6553997341642722
TRUE,7.513215391325385,0.064376897
FALSE,0.9221395155373862,2.4452256064990867
FALSE,0.1819440916617822,0.7037422089807893
TRUE,5.630430837426022,0.4616854852878048
FALSE,5.426288435296037,0.089324362
FALSE,0.954548977,0.6728376779637628
FALSE,4.322820026517966,0.1527700715599208
TRUE,5.073285547737267,0.7201854903366464
FALSE,0.9352581598601156,0.9369850563179306
FALSE,2.429986334736284,0.8363156900749796
TRUE,5.697020859957013,0.171644965
FALSE,1.8558577685824809,1.2390845209482284
TRUE,0.2353880188178895,0.4777264694191326
FALSE,2.979229213338205,1.4095117905923484
FALSE,1.0207075554754097,2.954911445382211
FALSE,2.2883179915932863,0.7713626053961236
FALSE,4.052789697915083,0.5526347679250573
FALSE,1.7893042006171596,0.3267042530948312
FALSE,3.650947988,0.5619828397702922
FALSE,2.769812186038773,0.8464712521934622
FALSE,4.629159368890359,0.3238816433845881
FALSE,3.0139844461598004,0.5681798572945083
TRUE,6.991919920322541,0.2534642243559504
FALSE,1.3290238453537555,0.9416769680669635
FALSE,2.7595714741166053,0.6587006211089482
FALSE,2.642131309134552,0.7342799544413745
TRUE,3.961214626814876,0.7091620203524864
FALSE,1.758057376,0.8653853265506793
FALSE,3.668522557972008,0.2478298310659871
TRUE,4.327549898106351,1.3024252919816852
FALSE,3.047551370284094,1.1463427994296929
FALSE,3.0008650571341167,0.5444059147095334
FALSE,4.488060274192438,0.9096213237548904
FALSE,5.889454224420468,0.1421647684207479
FALSE,1.9690190207274207,0.6950600291603265
FALSE,2.306289973658583,0.463386713
TRUE,5.155920333440654,0.5351263394288023
FALSE,4.343357853365908,0.9905546356697728
TRUE,4.294125834538375,1.1943811104735749
FALSE,1.013550197795429,1.6104019541946757
FALSE,2.0627999584054204,0.4141552214459297
FALSE,0.6038011447361923,0.7255168891600724
FALSE,4.9863541571645325,0.4060696079959159
FALSE,2.147175622030564,0.6636995610597711
TRUE,6.399955992343771,0.076077077
FALSE,5.375892727199919,0.1246959629649983
FALSE,4.179182363959373,0.7096540891190211
FALSE,4.676125608954057,0.2052397585704842
FALSE,5.958095014638594,0.2513816943248445
FALSE,3.570624741604395,0.422297854
FALSE,2.133185491399039,0.7946644243598736
FALSE,4.510656063799519,0.3620930842048955
TRUE,5.4592987276659946,0.3939869731605148
FALSE,1.0304751970904071,0.7293040647450982
TRUE,5.403059622553537,0.3427661384876104
