feature,"PolyA, ng/uL","Os-C, uM"
FALSE,211.2284075,37.85699948
FALSE,351.2187915,37.86190028
FALSE,271.8848106,37.86221087
FALSE,450.3258838,37.86278611
TRUE,12.61236486,37.86984249
FALSE,618.8975758,37.87013713
TRUE,91.19323632,37.87237698
FALSE,133.602232,37.88073143
FALSE,748.2084711,37.8837793
FALSE,528.78999,37.88897502
FALSE,229.4766582,37.88987027
FALSE,532.7116026,37.89107387
FALSE,285.7309648,37.89436888
FALSE,1389.226322,37.89925747
FALSE,654.6841366,37.90842132
FALSE,622.9147901,37.91549155
FALSE,328.4773245,37.91614128
FALSE,280.5566717,37.92180577
FALSE,677.3673607,37.9224305
FALSE,350.801424,37.92322215
FALSE,486.3442204,37.9291187
FALSE,174.9546974,37.92980277
FALSE,692.721077,37.93544469
FALSE,637.0529013,37.93616985
TRUE,184.1474801,37.94053358
FALSE,320.2876797,37.94056944
FALSE,738.9817392,37.94392708
FALSE,354.079138,37.94500352
TRUE,13.76095938,37.94555914
FALSE,684.4350627,37.94887987
FALSE,248.9131312,37.95181532
TRUE,93.70120012,37.95329675
FALSE,266.4543799,37.96344528
FALSE,542.9188044,37.96371707
FALSE,172.4686551,37.96730839
FALSE,600.2724081,37.96780642
FALSE,13.61140389,37.97091289
FALSE,287.4386187,37.9709737
FALSE,229.7305001,37.97521679
FALSE,310.6437654,37.97649956
FALSE,501.3270783,37.9789444
FALSE,270.929726,37.98224166
TRUE,491.0385847,37.9859681
TRUE,12.75889382,37.98695336
FALSE,12.41474067,37.98832628
FALSE,376.4892643,37.98980385
FALSE,495.1868105,37.99832704
FALSE,720.0108426,37.99846262
FALSE,734.4210082,38.00282447
FALSE,632.8404024,38.00359553
FALSE,472.3599861,38.00517859
FALSE,336.1305936,38.0056276
FALSE,593.8683416,38.0102468
FALSE,652.4744461,38.01038884
FALSE,677.5683912,38.01092147
FALSE,255.7314479,38.01219409
FALSE,508.3506409,38.0137785
FALSE,277.7786623,38.01417355
FALSE,741.0051077,38.01439486
FALSE,378.7136082,38.01816594
FALSE,493.9579721,38.02526261
FALSE,805.4959982,38.02815718
FALSE,302.699509,38.03434454
TRUE,11.46686796,38.03675131
FALSE,509.6762675,38.03993046
FALSE,753.8235591,38.04108838
FALSE,500.3395702,38.0436877
FALSE,131.2822924,38.04464725
FALSE,713.1056541,38.04520862
FALSE,344.8741038,38.04542248
FALSE,815.73636,38.04682303
TRUE,13.67290926,38.04879917
FALSE,328.3890502,38.04964558
FALSE,566.7244304,38.05044683
FALSE,1135.119887,38.05085446
FALSE,728.3847261,38.05169444
FALSE,1477.219042,38.05539758
FALSE,144.9631061,38.05570705
FALSE,746.0226345,38.05635625
FALSE,802.3636063,38.0567911
FALSE,408.5662647,38.05780145
FALSE,464.3757493,38.05802788
FALSE,241.7120361,38.05881726
FALSE,449.211402,38.06014865
FALSE,290.7151016,38.06231868
FALSE,761.6620104,38.06392639
FALSE,241.8628386,38.06672255
FALSE,12.72280469,38.06796945
FALSE,536.5581695,38.07113765
FALSE,309.8418383,38.07379787
FALSE,492.2206561,38.07461126
FALSE,374.2001771,38.07573664
FALSE,533.8717021,38.08816408
FALSE,640.9245826,38.0939805
FALSE,425.698583,38.09405027
TRUE,13.10255368,38.09411902
FALSE,216.388087,38.09508637
FALSE,225.4754639,38.09527485
FALSE,550.5315692,38.09591264
TRUE,13.20912944,38.10494959
FALSE,505.1983687,38.10977664
FALSE,654.5244975,38.1106573
FALSE,329.1697345,38.11237307
FALSE,128.2672674,38.11239098
FALSE,261.6596769,38.11359985
FALSE,369.5621927,38.11372801
FALSE,351.1147465,38.1140386
FALSE,735.2024456,38.11435559
TRUE,11.94821662,38.11717267
FALSE,806.5666982,38.11890235
FALSE,532.8653099,38.11990028
FALSE,532.550301,38.12465117
FALSE,486.2803486,38.1324277
FALSE,665.7165246,38.13808763
FALSE,442.7528781,38.1393513
FALSE,335.8287517,38.14155884
FALSE,233.9869102,38.14224672
FALSE,542.7238435,38.1438364
TRUE,13.02075871,38.14472184
FALSE,11.22792229,38.14493424
FALSE,268.0600472,38.14542055
FALSE,211.1179056,38.14658107
FALSE,678.8930222,38.14672978
FALSE,751.1439368,38.14742158
FALSE,168.7639146,38.14811929
FALSE,580.9318687,38.14985118
FALSE,724.98369,38.15083167
FALSE,303.429577,38.15101172
FALSE,140.6868401,38.15796971
FALSE,314.8337578,38.15827908
FALSE,224.5070094,38.15960844
FALSE,228.9028227,38.16045201
FALSE,437.8776536,38.16276194
FALSE,496.8889376,38.16350618
FALSE,588.5598879,38.16500309
FALSE,561.4756401,38.16670568
FALSE,582.9780301,38.17018806
FALSE,588.6956823,38.17315421
FALSE,14.26465706,38.1755658
FALSE,268.4896471,38.17735921
FALSE,615.1751618,38.18497012
FALSE,547.7255316,38.18800187
FALSE,639.8604926,38.19124976
FALSE,430.8992105,38.19277269
TRUE,13.12078996,38.19707749
FALSE,500.5572895,38.1975749
FALSE,731.1301839,38.19813125
FALSE,806.7109069,38.19841031
FALSE,284.2899651,38.19856394
FALSE,163.9438979,38.19915084
FALSE,1346.155326,38.19958501
FALSE,486.9035077,38.20116975
FALSE,454.3513106,38.20431275
FALSE,599.9153671,38.20626029
FALSE,350.51342,38.21414339
FALSE,263.906336,38.21651338
FALSE,383.2769241,38.21803684
FALSE,149.4484057,38.22003483
FALSE,783.5609274,38.2215541
FALSE,832.6499386,38.22200996
FALSE,656.8453939,38.2221526
FALSE,1420.712771,38.23204525
FALSE,12.34998224,38.23368928
FALSE,531.5832405,38.24132034
FALSE,135.7598853,38.244437
FALSE,432.2257531,38.25019379
FALSE,290.1766788,38.25103755
FALSE,290.2456456,38.26272675
FALSE,551.7137609,38.26357568
FALSE,609.2974181,38.26509785
FALSE,564.638188,38.2666072
FALSE,485.1027896,38.26736743
FALSE,284.6009015,38.26976365
FALSE,268.0246348,38.27056044
FALSE,267.1975965,38.27327809
FALSE,1431.870149,38.27384117
FALSE,446.5986553,38.27707581
FALSE,147.8687781,38.27782955
FALSE,587.2528607,38.2806866
FALSE,484.8323812,38.2891959
FALSE,261.4929855,38.29428333
FALSE,571.1418751,38.3021403
FALSE,269.7454453,38.3035232
TRUE,106.5059718,38.3115715
FALSE,321.7231366,38.3145889
FALSE,467.8707913,38.32025061
FALSE,810.1117929,38.32321518
FALSE,600.149008,38.32912722
FALSE,494.2899743,38.33053185
FALSE,242.0869379,38.33143145
FALSE,526.4082868,38.33216541
FALSE,160.1076553,38.33220094
FALSE,239.1929991,38.3323958
FALSE,321.4356453,38.33508547
FALSE,537.777154,38.34192906
FALSE,234.3665635,38.3427133
FALSE,293.3708888,38.34857677
TRUE,13.11355032,38.35018521
FALSE,760.0069853,38.35191108
FALSE,702.1139664,38.35382541
FALSE,478.0767108,38.35446315
FALSE,575.3157322,38.35824319
FALSE,468.5858018,38.3608318
FALSE,14.43379107,38.36186487
FALSE,11.21756014,38.36221907
FALSE,717.0395666,38.36255326
FALSE,586.957737,38.36262421
FALSE,630.8124649,38.36443515
FALSE,505.2036347,38.36624987
FALSE,455.2253504,38.36715382
TRUE,89.62365454,38.37692702
FALSE,672.4202767,38.37760303
TRUE,124.6542387,38.37935567
FALSE,338.5313961,38.38239883
FALSE,579.3914985,38.39263767
FALSE,765.6718863,38.39378101
FALSE,466.3257813,38.39725657
FALSE,313.3164638,38.3988579
FALSE,470.7452856,38.4061618
FALSE,324.0367232,38.41060432
FALSE,787.7904177,38.41828479
FALSE,339.1322041,38.41832001
FALSE,557.0441461,38.42687786
FALSE,105.8044026,38.43855896
FALSE,553.5882496,38.44214179
FALSE,407.0271874,38.44559321
FALSE,704.5287583,38.45582348
FALSE,369.4149683,38.4563808
FALSE,438.8342725,38.45786385
TRUE,191.4687768,38.46012459
FALSE,248.934868,38.46056452
FALSE,309.19051,38.46129651
FALSE,219.5528761,38.46216289
FALSE,645.5475594,38.47450232
FALSE,300.1058227,38.47968609
FALSE,549.354796,38.48445381
FALSE,507.2290395,38.4876464
FALSE,563.0370963,38.48890275
FALSE,589.0713359,38.48915392
FALSE,368.9781636,38.49342172
FALSE,220.3358746,38.49435702
FALSE,294.3567725,38.49789452
FALSE,553.6943257,38.50352591
FALSE,567.1572961,38.50489263
FALSE,609.6396536,38.50520256
TRUE,13.19085795,38.51202296
FALSE,758.0105767,38.51281729
FALSE,535.5856417,38.51357632
FALSE,309.8139948,38.51723864
FALSE,300.333663,38.52215413
FALSE,242.0665492,38.52679475
FALSE,551.4116502,38.53183024
FALSE,727.1580177,38.53226137
FALSE,1056.092406,38.53479026
FALSE,218.801963,38.53604614
FALSE,703.8690016,38.54078596
TRUE,14.41898994,38.54185164
FALSE,385.4140173,38.5507326
TRUE,145.9807454,38.55347331
FALSE,435.9081597,38.5548415
FALSE,1199.104591,38.55595455
FALSE,714.1504325,38.55728875
TRUE,12.91529616,38.56462932
FALSE,742.9963108,38.56526432
FALSE,348.3832809,38.56550628
FALSE,848.8676564,38.56929178
FALSE,715.590916,38.57310275
FALSE,452.5012992,38.5835582
FALSE,625.609552,38.58944742
FALSE,242.4755817,38.5926705
FALSE,380.1222378,38.59377622
FALSE,747.0846754,38.59609043
FALSE,595.6231125,38.59984057
FALSE,263.8197782,38.60001091
FALSE,656.8781074,38.60012931
FALSE,12.97828354,38.60091615
TRUE,161.7970946,38.60474333
FALSE,539.4667107,38.6085352
FALSE,593.2240718,38.60934084
FALSE,15.29721041,38.60944301
FALSE,260.3635239,38.61171224
FALSE,619.2250594,38.62231849
TRUE,13.30303638,38.626394
FALSE,658.6257736,38.6269114
FALSE,713.2579533,38.62815397
FALSE,540.5931038,38.63041388
FALSE,745.6485661,38.63246349
FALSE,796.2387963,38.63413045
FALSE,133.7498201,38.63446303
FALSE,820.7668436,38.63543393
FALSE,800.170067,38.63833068
FALSE,14.29178721,38.63934966
FALSE,1136.012087,38.63997797
TRUE,143.3747832,38.64488302
FALSE,720.4049306,38.6529138
FALSE,576.1808821,38.65908404
FALSE,336.5183078,38.66672549
FALSE,711.0729394,38.66773515
FALSE,304.7220656,38.66792936
TRUE,13.34302395,38.67003511
FALSE,208.0787241,38.67019367
FALSE,538.931202,38.68123026
FALSE,725.4471405,38.68159376
FALSE,809.5585514,38.68299519
FALSE,1543.968593,38.68744563
FALSE,692.1419626,38.69294265
FALSE,664.3985516,38.69551569
FALSE,268.1637219,38.69889743
FALSE,125.2950789,38.70112403
TRUE,12.96426914,38.70112454
FALSE,239.0662854,38.70153379
FALSE,185.9291765,38.70492121
FALSE,750.8022284,38.71188257
FALSE,798.305795,38.71522751
FALSE,861.4491085,38.72172166
FALSE,445.688211,38.72325307
FALSE,366.5352339,38.72652072
FALSE,282.0661294,38.73209234
FALSE,851.3201737,38.73764942
FALSE,664.5303792,38.73880531
FALSE,208.0297629,38.74501917
FALSE,752.0090759,38.74722284
FALSE,383.8577187,38.75143981
FALSE,377.0542547,38.75325367
TRUE,166.5676,38.75414653
FALSE,561.6173018,38.7568917
FALSE,178.4916681,38.76177854
FALSE,274.8332297,38.76323602
FALSE,252.787823,38.76349218
FALSE,683.3057471,38.77044316
FALSE,357.5665531,38.77048657
FALSE,202.6000341,38.77213399
FALSE,780.4936753,38.77438214
FALSE,466.4245202,38.77556018
FALSE,259.1571445,38.77630494
FALSE,338.0498947,38.78061461
FALSE,209.4199578,38.78355264
FALSE,468.1305127,38.78570632
FALSE,180.1681684,38.78712949
FALSE,725.6415401,38.78815881
FALSE,447.213335,38.78957719
FALSE,497.7322302,38.79006405
FALSE,307.2665477,38.79109959
TRUE,187.7408127,38.79294257
FALSE,326.9970646,38.79298234
FALSE,790.4200726,38.79313656
FALSE,504.0324416,38.80025275
FALSE,367.8377566,38.8009927
FALSE,551.5904535,38.80630744
FALSE,305.2401658,38.81979955
FALSE,230.5965906,38.82427807
TRUE,136.5164295,38.82864791
FALSE,1137.512345,38.83413135
FALSE,656.9643409,38.83604447
FALSE,551.7211889,38.84097364
FALSE,781.9674662,38.84600505
FALSE,618.7286456,38.846114
FALSE,602.8244396,38.84633913
TRUE,12.9567778,38.84649787
FALSE,703.3296275,38.84883553
TRUE,123.7580957,38.85361703
FALSE,13.0595111,38.8541216
FALSE,547.984504,38.86219574
TRUE,128.2489033,38.86788594
FALSE,12.87632975,38.86829266
FALSE,729.715156,38.87328772
FALSE,400.3488781,38.87380184
FALSE,579.7563993,38.87687288
FALSE,753.4402882,38.87923147
FALSE,498.6610809,38.87985586
FALSE,520.700391,38.88662047
FALSE,705.9176911,38.89024376
FALSE,770.7624752,38.89436252
FALSE,310.1143851,38.89724947
FALSE,562.0245586,38.89768679
FALSE,235.7489854,38.89886039
FALSE,616.8970572,38.89906538
TRUE,90.11972591,38.90036192
FALSE,243.0265104,38.90582666
TRUE,127.4094249,38.90818895
FALSE,608.4151039,38.91007261
FALSE,182.3817377,38.91036809
FALSE,131.130713,38.91441837
FALSE,511.3406588,38.92060371
FALSE,521.9175472,38.92955652
FALSE,768.365703,38.9323991
FALSE,1516.864745,38.93497196
TRUE,14.58334907,38.93603936
FALSE,214.3277899,38.93731245
TRUE,177.7670749,38.93842668
FALSE,642.2259569,38.94974307
FALSE,565.7641623,38.9560139
FALSE,539.9964111,38.9593497
FALSE,408.9962607,38.9611851
FALSE,266.2542441,38.96191922
FALSE,549.3207231,38.96472183
FALSE,196.662009,38.96759271
FALSE,756.5459301,38.96795184
FALSE,562.341199,38.96846841
FALSE,328.9517883,38.96909881
FALSE,435.6253073,38.98258058
FALSE,627.4869732,38.98290704
FALSE,507.2730849,38.99195991
FALSE,441.1619051,38.9924246
FALSE,771.6307996,38.99904618
FALSE,233.7554902,39.00660015
FALSE,738.9443897,39.00785201
FALSE,261.8317752,39.01632949
FALSE,710.3499853,39.01793637
FALSE,269.4218007,39.02000723
FALSE,619.6219047,39.02125727
FALSE,356.0748734,39.02621946
FALSE,279.0098953,39.03195115
FALSE,12.60160493,39.03335099
FALSE,226.517261,39.03520659
FALSE,347.0202909,39.05032257
FALSE,405.0923568,39.05081482
TRUE,101.2526502,39.05372855
FALSE,588.6176403,39.05373073
FALSE,584.4172108,39.05649813
FALSE,539.7803654,39.05776121
FALSE,510.5256533,39.05999034
FALSE,292.0507299,39.06645919
FALSE,557.9145071,39.07139908
FALSE,1234.841587,39.07229899
TRUE,13.79217268,39.08757368
FALSE,1333.877754,39.0899684
FALSE,352.86076,39.09324856
FALSE,685.80108,39.09510153
FALSE,655.0792405,39.09582538
FALSE,569.455029,39.09654441
TRUE,136.8282264,39.0967892
FALSE,486.8909798,39.10682188
FALSE,1322.38186,39.10770943
FALSE,196.1793101,39.10800369
FALSE,597.7877941,39.11067893
FALSE,506.2429307,39.11173769
FALSE,488.6051651,39.11306353
FALSE,1374.775441,39.1155838
FALSE,250.9564314,39.11678475
FALSE,655.8213361,39.12020785
FALSE,172.5413383,39.12053842
FALSE,769.675899,39.12103397
FALSE,289.8446355,39.12465247
FALSE,649.1210821,39.12638175
FALSE,155.9315931,39.13285364
FALSE,503.2889385,39.13365105
FALSE,319.216271,39.13792777
FALSE,754.6333993,39.14157917
FALSE,485.6212305,39.143295
TRUE,155.009219,39.14425633
FALSE,631.6576711,39.15051563
FALSE,523.7252593,39.15392764
TRUE,173.3698782,39.1551814
FALSE,572.9054912,39.15964212
FALSE,406.193018,39.16008888
FALSE,796.5490158,39.1631774
FALSE,619.3699456,39.16751948
FALSE,354.0659926,39.16753407
FALSE,263.2799315,39.16850904
TRUE,12.25292772,39.17925296
FALSE,581.9625609,39.18380274
FALSE,691.4867599,39.18389909
TRUE,130.287935,39.18400689
FALSE,558.3602898,39.18460693
FALSE,849.3827416,39.18864838
TRUE,13.86916237,39.19266446
FALSE,525.3077354,39.19440714
FALSE,238.5767804,39.19876356
FALSE,468.9268255,39.20509968
FALSE,856.0201559,39.20513907
FALSE,666.3342526,39.20674646
TRUE,13.28291294,39.21537322
FALSE,193.9080701,39.21724682
FALSE,314.804918,39.2188127
FALSE,280.108116,39.21892112
FALSE,246.3204735,39.21897869
FALSE,307.9215819,39.21927662
FALSE,216.0256881,39.21947759
FALSE,12.32877569,39.22410823
FALSE,139.8577369,39.23878515
FALSE,915.6392985,39.24006528
FALSE,303.8700057,39.24007381
FALSE,734.2154155,39.24212123
TRUE,131.2407897,39.25711152
FALSE,12.35898277,39.25819039
FALSE,379.4610182,39.26311156
TRUE,158.3319602,39.27458075
FALSE,724.1785079,39.27826497
FALSE,621.6846715,39.28844231
FALSE,453.8151217,39.28864297
FALSE,229.6541079,39.28923078
FALSE,523.5919754,39.29064441
FALSE,181.9641216,39.29249357
FALSE,1175.494658,39.29502574
FALSE,180.4064853,39.29592541
FALSE,379.3511127,39.30491881
FALSE,168.019616,39.30517546
TRUE,120.6426923,39.30763103
FALSE,296.212555,39.3161817
FALSE,772.6872827,39.31725967
FALSE,310.9966353,39.31900658
FALSE,202.6082144,39.32044291
FALSE,671.6473753,39.32441458
FALSE,745.2495268,39.32478075
FALSE,390.3786575,39.32701121
FALSE,533.9367071,39.33855747
FALSE,466.3659666,39.3460687
FALSE,237.4094612,39.34746421
FALSE,275.5786035,39.35220012
TRUE,13.54494734,39.36515041
FALSE,751.916765,39.36797058
FALSE,260.4186793,39.36833039
FALSE,300.0621932,39.37322895
FALSE,705.2098719,39.37504976
FALSE,99.44192464,39.37911164
FALSE,811.7563614,39.37996476
FALSE,507.6563911,39.37998593
TRUE,159.4215358,39.3815718
FALSE,299.782942,39.38501001
FALSE,212.8084875,39.38561395
FALSE,683.1085906,39.39087814
FALSE,716.6568913,39.3915263
FALSE,171.9589983,39.39343561
FALSE,754.3867816,39.39548257
FALSE,868.8849184,39.3994429
FALSE,615.4687668,39.40305245
FALSE,492.7859694,39.407591
FALSE,607.8987401,39.40902189
FALSE,522.6370112,39.41505835
FALSE,234.4960941,39.41696437
FALSE,1203.539651,39.41796278
FALSE,159.7804056,39.42120885
FALSE,329.8502577,39.42211669
FALSE,1443.081955,39.42299263
FALSE,801.2633449,39.42366715
TRUE,148.6870766,39.42930288
FALSE,418.1401577,39.43012014
TRUE,169.2140707,39.43653381
FALSE,830.7968606,39.43702788
FALSE,184.040723,39.43741299
FALSE,845.9310973,39.43768428
TRUE,11.95779692,39.44210894
FALSE,630.1912846,39.44442147
FALSE,482.3496418,39.44465371
TRUE,14.73990413,39.4452386
FALSE,617.5527149,39.4470212
FALSE,282.2750398,39.44780421
FALSE,329.0960196,39.44803122
FALSE,907.028843,39.44964162
FALSE,677.8983517,39.4551086
FALSE,539.238352,39.45766049
TRUE,11.97777591,39.45773323
FALSE,795.0377383,39.45965629
FALSE,501.9022777,39.45972592
FALSE,1181.554662,39.46094071
FALSE,532.3678858,39.46136268
FALSE,733.2728179,39.46443248
FALSE,800.1656723,39.46849804
FALSE,467.0656977,39.47008962
FALSE,564.2403838,39.47426809
FALSE,172.4592288,39.47958831
FALSE,1403.937711,39.48124018
FALSE,822.3503509,39.48249477
FALSE,511.6428695,39.48764746
FALSE,320.2056147,39.48834369
FALSE,223.4117427,39.49985153
FALSE,672.5691819,39.50313762
FALSE,251.4279283,39.50453267
FALSE,249.6761847,39.51516044
FALSE,189.1588346,39.5154999
FALSE,238.9591834,39.52050551
FALSE,318.4983935,39.52648338
TRUE,76.86759282,39.52809835
FALSE,252.0870052,39.52935463
FALSE,548.6985831,39.53203908
FALSE,12.75462185,39.54524943
FALSE,1484.040822,39.54981817
FALSE,394.9795641,39.55046844
TRUE,131.7761098,39.55335008
FALSE,449.3696764,39.55348947
FALSE,502.8686574,39.55477927
FALSE,583.9942626,39.55729747
FALSE,608.0522161,39.56009359
FALSE,321.8033355,39.56541974
FALSE,77.64470407,39.57893757
FALSE,486.2845013,39.58305477
FALSE,671.0595315,39.58834254
FALSE,324.0168764,39.58852408
TRUE,13.10659322,39.59418456
FALSE,1000.255238,39.59539885
FALSE,131.8136853,39.59658389
FALSE,859.059584,39.59665346
FALSE,392.4728438,39.60168947
FALSE,534.8701133,39.60449088
FALSE,921.9429093,39.61529252
FALSE,835.2891146,39.61884608
FALSE,526.438457,39.63177328
FALSE,274.8099861,39.63187362
FALSE,543.9683309,39.63432206
FALSE,210.5591047,39.63547148
FALSE,707.3922261,39.63608998
FALSE,219.1791917,39.63820475
FALSE,579.4988137,39.6393093
TRUE,13.06367163,39.64001223
FALSE,833.7715275,39.64717304
FALSE,661.8032002,39.65071428
FALSE,204.5886461,39.6559088
FALSE,454.3730266,39.65634975
FALSE,564.8909597,39.65760549
FALSE,547.5550825,39.65889857
FALSE,258.8456971,39.66112427
FALSE,740.9489418,39.66931104
FALSE,1164.736437,39.67256038
FALSE,781.2608967,39.67505519
FALSE,269.6177937,39.68891658
FALSE,716.9893718,39.69300769
TRUE,13.33766178,39.69977817
FALSE,587.6695008,39.7001056
FALSE,441.54608,39.7001536
FALSE,622.8663304,39.70049683
FALSE,795.9248617,39.70754585
FALSE,829.8464802,39.71244052
FALSE,773.1818375,39.71330028
FALSE,788.1198481,39.71338141
FALSE,760.3062447,39.71351477
FALSE,393.8826966,39.71382636
FALSE,623.6604537,39.71540149
FALSE,383.7663126,39.71719181
FALSE,477.7247978,39.7225083
FALSE,152.8808768,39.72420513
FALSE,294.795918,39.7242072
FALSE,595.032283,39.724807
FALSE,521.2115195,39.72518264
FALSE,645.2008234,39.72875414
FALSE,775.4027968,39.72891974
FALSE,268.6135281,39.73066675
FALSE,382.2250542,39.73330915
FALSE,414.1732093,39.73438749
FALSE,587.5729215,39.73949355
FALSE,375.5290461,39.74113981
FALSE,178.6782167,39.74132624
FALSE,1153.777385,39.74634586
FALSE,502.5890794,39.74715432
FALSE,709.3133862,39.74861715
FALSE,389.4117797,39.74981925
TRUE,140.0461992,39.7498988
FALSE,1270.317927,39.75410659
FALSE,691.5883882,39.75834306
FALSE,253.2447411,39.75914577
FALSE,696.620879,39.75926761
FALSE,866.4678087,39.76698399
FALSE,350.5198514,39.77411736
FALSE,686.854266,39.77639684
FALSE,326.643741,39.77734523
FALSE,569.9275514,39.78010546
FALSE,686.6438568,39.78914928
FALSE,158.0725104,39.79431797
FALSE,256.1060365,39.79654465
TRUE,14.29430781,39.79677218
FALSE,288.8860301,39.79754661
FALSE,677.5304915,39.80407016
TRUE,14.12479589,39.80641401
FALSE,346.4746883,39.81788939
FALSE,640.2346965,39.81924675
FALSE,1225.634634,39.81986561
FALSE,683.2675751,39.82132141
FALSE,740.8639522,39.82531028
FALSE,642.2504809,39.82883095
FALSE,510.2077959,39.82907331
FALSE,273.1994863,39.82930066
FALSE,220.6534404,39.8310212
FALSE,1455.451539,39.83167456
FALSE,532.7354573,39.84142224
FALSE,169.4122008,39.85008807
FALSE,1153.582384,39.85366239
FALSE,480.1771736,39.8544358
FALSE,554.0444441,39.854646
FALSE,524.9129914,39.85600286
FALSE,288.7370686,39.85750647
FALSE,268.1447315,39.86245034
TRUE,13.75551467,39.86370991
FALSE,822.6559008,39.86564945
FALSE,781.9739709,39.87121842
FALSE,271.1109461,39.8719464
TRUE,150.5246937,39.87353328
FALSE,402.0904924,39.8755816
FALSE,301.0838455,39.8775676
FALSE,665.5426087,39.87863254
FALSE,714.0434093,39.8824186
TRUE,13.9767277,39.88497065
FALSE,639.6722422,39.88506222
TRUE,15.08001445,39.88542587
FALSE,456.8504802,39.88616401
TRUE,273.9819618,39.89364896
FALSE,1166.36075,39.89365318
TRUE,13.56150051,39.89654202
TRUE,169.3159641,39.89711565
FALSE,254.049792,39.89824143
FALSE,250.5979118,39.90353075
TRUE,142.7808065,39.90840091
FALSE,208.2936295,39.90952205
FALSE,824.68451,39.9202606
FALSE,183.0290984,39.92094341
FALSE,265.6253745,39.9221965
FALSE,718.0751792,39.92700535
FALSE,260.105271,39.93981256
FALSE,563.3177317,39.94989626
FALSE,780.9680441,39.9542502
FALSE,771.5109331,39.95442578
FALSE,569.6864492,39.96150285
FALSE,13.94881387,39.96195988
TRUE,152.6853617,39.96580926
FALSE,13.03526276,39.96994935
FALSE,503.6511418,39.97858371
FALSE,643.09644,39.97989455
FALSE,732.3933728,39.98162371
FALSE,320.8059465,39.98760618
FALSE,248.2755117,39.98918877
FALSE,170.7833484,39.99099211
FALSE,618.4035843,39.99167267
FALSE,294.1832763,39.99401098
FALSE,953.3254665,40.00193613
FALSE,459.6273362,40.00938254
FALSE,254.705971,40.02511921
FALSE,354.1148882,40.02615037
FALSE,1271.980801,40.02721885
FALSE,306.1033483,40.02768602
FALSE,136.5762367,40.03104941
FALSE,535.1215148,40.03447381
FALSE,764.3878194,40.04505937
FALSE,116.928811,40.04677471
FALSE,466.1295781,40.05082829
FALSE,1501.222761,40.05423293
FALSE,616.5232652,40.06360539
FALSE,1444.888784,40.06423663
FALSE,276.9227604,40.06638474
FALSE,657.6182892,40.07012292
FALSE,914.98167,40.07035726
FALSE,1574.294195,40.07132345
FALSE,475.1384574,40.07158159
FALSE,183.670134,40.07203192
FALSE,558.5808559,40.07982217
FALSE,388.2562334,40.08145558
FALSE,450.7262837,40.09526718
FALSE,319.3980776,40.09673797
FALSE,615.2753572,40.09762978
FALSE,676.1614951,40.10580008
FALSE,636.4042493,40.10636785
FALSE,607.2350479,40.1103077
FALSE,836.2094529,40.11193175
FALSE,529.2227456,40.11270733
FALSE,318.3124259,40.11503618
FALSE,120.1917437,40.11529996
TRUE,105.852234,40.12099385
FALSE,826.2954445,40.12148997
FALSE,325.6939895,40.1226437
FALSE,251.1418818,40.12985014
FALSE,631.6627081,40.1317639
FALSE,513.7733294,40.1328674
FALSE,274.9992599,40.1340018
FALSE,597.1216248,40.13515421
FALSE,191.3204162,40.13602179
FALSE,710.8282946,40.13867188
FALSE,230.1659997,40.142633
FALSE,374.8879116,40.14908403
FALSE,234.8375883,40.15205918
FALSE,478.8550272,40.15443514
FALSE,553.8676201,40.15464111
FALSE,104.0268913,40.15709573
FALSE,596.0148714,40.16510115
FALSE,578.4822237,40.16762152
FALSE,242.2556876,40.17312364
FALSE,407.4542888,40.17630446
FALSE,543.1549515,40.17713927
TRUE,128.1588945,40.17795539
FALSE,179.5054588,40.17911314
FALSE,745.6069159,40.18012307
FALSE,807.5139205,40.18163561
FALSE,152.9278239,40.1951335
TRUE,14.10163881,40.19780582
FALSE,280.3698711,40.20230323
FALSE,502.4682547,40.2041811
FALSE,394.5062516,40.20643107
FALSE,242.1817334,40.21203109
FALSE,260.9775767,40.22026063
FALSE,204.4758512,40.22142864
FALSE,805.9274564,40.2221489
FALSE,858.3636957,40.23706147
TRUE,13.40015341,40.23812968
FALSE,715.1726057,40.24137773
FALSE,184.4344077,40.24819838
FALSE,483.2373104,40.24989389
FALSE,12.47881138,40.25272381
FALSE,202.3958128,40.25566588
FALSE,183.4743365,40.2573209
FALSE,623.4752598,40.25971129
FALSE,605.6439664,40.26371268
FALSE,164.4024118,40.26861873
FALSE,376.4236755,40.27393225
TRUE,167.3256559,40.28393087
FALSE,1202.268116,40.28927836
FALSE,391.3221947,40.29425343
FALSE,166.2958758,40.29655955
FALSE,861.5482778,40.29828941
FALSE,470.0237049,40.30320403
TRUE,120.0889562,40.30430436
FALSE,538.3244085,40.30484337
FALSE,722.7710072,40.30835355
TRUE,112.704496,40.30942991
FALSE,373.4022222,40.31129396
FALSE,874.4141108,40.31322502
FALSE,252.9037032,40.3156754
TRUE,14.61221027,40.31724166
FALSE,751.0849678,40.32104887
FALSE,270.9806256,40.32137919
TRUE,86.72240418,40.32773841
TRUE,189.4983788,40.32868774
FALSE,710.3319858,40.3310069
FALSE,460.4408669,40.3326296
FALSE,529.3562737,40.33460027
FALSE,250.7303965,40.33494312
FALSE,779.2336042,40.33531726
FALSE,488.621019,40.33967626
FALSE,131.2956136,40.34145258
FALSE,244.5911386,40.34634159
FALSE,1373.977361,40.34751034
