feature,"PolyA, ng/uL","Os-C, uM"
TRUE,338.3669409,71.0899804
TRUE,405.3861782,71.09021214
TRUE,442.6545634,71.09045845
FALSE,769.6367994,71.09092434
FALSE,6.754949738,71.09178284
TRUE,379.0721377,71.09287104
TRUE,430.2730182,71.09586532
TRUE,281.9405927,71.09729373
TRUE,308.0721698,71.09797069
FALSE,4.842101555,71.09860134
FALSE,6.078227697,71.10078709
TRUE,328.0938972,71.10111562
TRUE,482.5361955,71.10615691
TRUE,339.8578372,71.10816591
TRUE,110.1635759,71.11171286
TRUE,292.7459717,71.11580062
TRUE,198.3807976,71.11585685
TRUE,376.1449156,71.1171087
FALSE,5.757943019,71.11791803
FALSE,6.126904572,71.11856228
TRUE,290.7285933,71.11912943
TRUE,425.0556133,71.11971767
TRUE,568.0873257,71.12001579
TRUE,374.2771068,71.12303553
FALSE,1186.382943,71.12345681
FALSE,5.807683277,71.12416195
FALSE,1006.180842,71.12446936
TRUE,246.3507822,71.12885076
FALSE,5.960033384,71.13169872
TRUE,241.8717655,71.13172551
TRUE,481.0827212,71.13254024
TRUE,530.682665,71.13475063
TRUE,344.1018942,71.13536649
TRUE,492.5384429,71.13594668
TRUE,324.795776,71.13621374
TRUE,497.225377,71.13806875
TRUE,198.1554353,71.13849902
TRUE,491.2114555,71.14092107
TRUE,546.2558862,71.14406039
TRUE,226.5047396,71.14507303
TRUE,430.0618948,71.14552365
TRUE,551.8216492,71.14650007
TRUE,334.034717,71.14680463
FALSE,7.200098569,71.15013799
FALSE,1.593717201,71.15114103
TRUE,490.2655259,71.1532206
TRUE,473.70271,71.15341275
TRUE,554.4479181,71.15462079
TRUE,362.139058,71.15628916
TRUE,290.4541354,71.15732559
FALSE,1.252830435,71.1583818
FALSE,3.341807438,71.16029458
FALSE,0.591811753,71.16494308
TRUE,935.6099748,71.16679788
FALSE,0.659403206,71.16790973
TRUE,345.5588797,71.17006944
FALSE,4.350660708,71.17044706
FALSE,3.593302936,71.17407163
TRUE,535.7113197,71.17476
TRUE,234.2130575,71.17533964
FALSE,797.4031089,71.17534221
FALSE,5.608182088,71.17708229
TRUE,293.1184969,71.17752387
TRUE,260.3885914,71.17892328
FALSE,2.839273887,71.17931504
FALSE,6.144009449,71.18237944
TRUE,334.3401196,71.18275116
TRUE,333.062149,71.18357332
FALSE,5.88396802,71.18446528
FALSE,6.623459995,71.1856643
TRUE,137.0225025,71.18650293
FALSE,3.951447663,71.18734568
TRUE,313.3533019,71.18845221
TRUE,366.7481517,71.18872416
TRUE,329.304821,71.18998085
FALSE,1000.869538,71.19419609
FALSE,696.116877,71.1949462
TRUE,391.5229464,71.19548569
FALSE,1.865205194,71.19657581
TRUE,522.8622552,71.19658847
FALSE,1.463813526,71.1976064
TRUE,159.5517902,71.2006546
FALSE,1027.913892,71.20081334
FALSE,1361.441392,71.20100166
FALSE,774.0228232,71.2060011
TRUE,148.807448,71.20773174
TRUE,552.6941399,71.20877921
TRUE,154.1596993,71.20957774
TRUE,549.9867282,71.21188335
FALSE,6.912713997,71.21336584
TRUE,266.302549,71.21396671
FALSE,640.8118637,71.21758905
TRUE,160.4912017,71.21781638
FALSE,800.5244804,71.21921367
FALSE,6.181530139,71.21989435
TRUE,455.0167383,71.22150203
TRUE,201.973618,71.22864408
FALSE,6.048469338,71.23029205
FALSE,0.783755285,71.23169768
FALSE,7.128207282,71.23360764
FALSE,0.814743992,71.23443127
FALSE,0.814760757,71.23451515
TRUE,339.0696123,71.23467776
TRUE,621.3457602,71.23492662
TRUE,547.3999658,71.23522821
TRUE,293.0127122,71.23652579
TRUE,510.6670711,71.23660245
TRUE,370.7555399,71.2389451
FALSE,1149.339208,71.24131694
FALSE,3.063801027,71.24218276
TRUE,585.3625283,71.24370963
TRUE,246.4970989,71.24660745
FALSE,5.118915794,71.25038197
TRUE,519.9619816,71.25089891
FALSE,654.3169971,71.25174743
FALSE,4.463550376,71.25417736
TRUE,320.6999328,71.25470237
TRUE,257.5345112,71.25586258
TRUE,368.2895369,71.25602598
FALSE,1161.824629,71.25793916
TRUE,392.4531257,71.26051843
FALSE,664.3437022,71.26588206
TRUE,565.0329105,71.26736936
TRUE,86.80428238,71.26778149
TRUE,403.0958762,71.26841191
FALSE,6.063588534,71.26898693
FALSE,3.809791873,71.26928235
FALSE,574.0214701,71.26978589
TRUE,330.5534846,71.26999214
FALSE,4.428873774,71.27086562
TRUE,247.7091276,71.27455001
TRUE,475.1006883,71.27575305
TRUE,110.0852518,71.27637226
FALSE,3.873400427,71.28009005
FALSE,1.368864243,71.28018071
TRUE,322.439329,71.28036484
TRUE,444.66844,71.28135156
TRUE,470.2143641,71.28157552
FALSE,731.4651144,71.2817542
TRUE,192.8929471,71.28209152
FALSE,6.718617658,71.28280487
FALSE,6.549803856,71.28344363
TRUE,306.3970318,71.2847526
FALSE,4.417005513,71.28534449
FALSE,3.658355194,71.28625497
FALSE,665.8108654,71.28627263
TRUE,279.4289233,71.2894901
TRUE,314.2370641,71.28991957
TRUE,72.53066484,71.29214166
TRUE,417.2998406,71.29435843
FALSE,1014.474153,71.29446398
TRUE,243.992606,71.29567846
FALSE,746.8732892,71.30354727
FALSE,1.024162221,71.30492049
FALSE,602.1709987,71.30546515
FALSE,1.419110212,71.30620696
FALSE,1.539552016,71.30693826
FALSE,1.515568609,71.30739883
FALSE,1.162302967,71.30779874
FALSE,4.216435775,71.30873041
FALSE,0.687031129,71.30892069
TRUE,605.8439036,71.31306236
FALSE,727.3901934,71.31333735
TRUE,425.4039415,71.3138336
FALSE,562.2609249,71.31600912
FALSE,6.717111639,71.31652428
FALSE,0.650068864,71.31707353
TRUE,175.8552587,71.31720197
TRUE,923.2817792,71.31736923
TRUE,133.3847649,71.31763339
TRUE,279.2028529,71.31783917
TRUE,147.6570324,71.31851306
FALSE,0.810564839,71.31935976
TRUE,464.5284623,71.31989138
TRUE,441.7703297,71.32064496
FALSE,765.8285632,71.32514268
FALSE,1220.553913,71.32566836
TRUE,386.5805948,71.32704983
FALSE,4.738693006,71.32707117
TRUE,306.2817887,71.32724781
FALSE,3.771128474,71.32783761
TRUE,231.0621506,71.32847129
TRUE,260.275531,71.32928519
TRUE,640.1083806,71.32933332
FALSE,561.666838,71.32945252
FALSE,3.6450634,71.33145509
FALSE,1015.936158,71.33303477
FALSE,7.174812052,71.33367252
TRUE,245.9863638,71.33383225
TRUE,161.2663011,71.33442035
TRUE,137.3071289,71.33589692
FALSE,3.872218995,71.33764488
FALSE,6.108292808,71.34076644
FALSE,1.299418523,71.34288031
TRUE,173.173184,71.34328307
FALSE,5.241299972,71.34573797
FALSE,7.225758059,71.34728164
TRUE,434.8342235,71.34829254
TRUE,404.738119,71.35030243
TRUE,369.7444603,71.35222177
TRUE,468.2825555,71.35314982
TRUE,219.2739518,71.3545234
TRUE,305.2930374,71.35471692
FALSE,3.76572548,71.35474595
TRUE,498.2716027,71.35590641
FALSE,3.834370212,71.35704754
TRUE,505.1859779,71.35950509
FALSE,712.1719004,71.36031543
FALSE,715.7423532,71.36058539
FALSE,5.45963509,71.3608273
TRUE,376.9158874,71.36238162
TRUE,277.0725053,71.36291689
TRUE,473.3436378,71.36300573
FALSE,762.0663981,71.36567366
FALSE,3.153182159,71.36627632
TRUE,481.5500914,71.36662653
FALSE,4.404726667,71.36916699
FALSE,6.750757572,71.36963652
FALSE,0.817211316,71.37078446
TRUE,523.7515389,71.3718307
FALSE,4.210475514,71.37640036
TRUE,367.1074221,71.37791838
TRUE,523.3921579,71.37875536
TRUE,863.270242,71.37916827
FALSE,3.150195802,71.38041754
FALSE,4.365822294,71.38153359
TRUE,677.1066033,71.38227051
FALSE,759.6302938,71.38494301
FALSE,986.6032061,71.38519605
TRUE,587.0140214,71.38712345
FALSE,6.097313461,71.38837402
TRUE,397.471722,71.38871655
FALSE,4.009489545,71.38905328
TRUE,297.3082371,71.39054752
TRUE,319.0771807,71.39173518
TRUE,136.4711996,71.39407236
TRUE,291.7170064,71.39742889
FALSE,7.321051022,71.39849032
TRUE,201.2232793,71.39894845
TRUE,428.3697927,71.39906025
FALSE,0.806843401,71.39950551
FALSE,6.353906979,71.39965655
TRUE,442.6133204,71.39969212
TRUE,404.3014121,71.39999406
TRUE,454.0783445,71.40086992
TRUE,583.1471396,71.40341094
FALSE,4.572056331,71.40589815
TRUE,467.4096574,71.40617483
TRUE,114.4783344,71.40645428
FALSE,0.942909287,71.40683683
TRUE,162.874873,71.40768971
TRUE,513.7133966,71.40807454
TRUE,130.4023989,71.40933138
FALSE,0.949510577,71.41305138
FALSE,3.748581322,71.41372123
FALSE,1192.897267,71.41531636
TRUE,181.6381782,71.4155286
FALSE,763.1110094,71.41575858
TRUE,165.2902767,71.41734646
TRUE,258.5124265,71.41852181
TRUE,175.4095866,71.42309829
TRUE,199.7739079,71.42358917
FALSE,1585.48173,71.42444011
FALSE,644.7095534,71.42478967
TRUE,469.2179313,71.42593859
FALSE,2.826631711,71.42659642
FALSE,3.722634692,71.42735841
TRUE,1030.831852,71.42963666
FALSE,5.419365405,71.42997788
TRUE,297.958728,71.43014275
TRUE,272.4594845,71.43158296
FALSE,13.79025109,71.43163746
FALSE,1342.563112,71.43456659
TRUE,362.6791984,71.43499546
TRUE,378.776065,71.43664178
TRUE,291.9123624,71.43784993
TRUE,341.1986733,71.43926661
TRUE,551.0753905,71.43932015
TRUE,418.7107409,71.44040487
TRUE,356.1312958,71.44360071
TRUE,237.7503735,71.44652873
FALSE,1019.388289,71.44863217
FALSE,763.3218829,71.4507467
TRUE,275.0747973,71.45098455
FALSE,6.444626747,71.45577015
TRUE,351.490894,71.45742402
FALSE,1.291603169,71.4575834
TRUE,531.8165755,71.4582511
TRUE,356.0929174,71.45842588
TRUE,604.5358478,71.46019825
FALSE,6.691895642,71.46156298
TRUE,230.5463051,71.4618272
TRUE,391.2507716,71.46223299
TRUE,213.4102245,71.46261362
TRUE,166.154846,71.46450966
FALSE,585.3839559,71.46738521
TRUE,380.6049312,71.46827138
TRUE,183.5509072,71.47577124
TRUE,429.8995564,71.47868306
FALSE,7.190466243,71.4788551
TRUE,361.9641639,71.48030169
TRUE,451.4388179,71.48272276
FALSE,6.935230135,71.48448246
FALSE,1215.595449,71.48803068
FALSE,1537.943526,71.49032035
FALSE,757.1083245,71.49032362
TRUE,330.504509,71.49059519
TRUE,362.8316273,71.49264778
TRUE,450.35382,71.49278027
FALSE,1.168321073,71.49287506
TRUE,265.6212072,71.49296948
FALSE,6.590948643,71.49389381
FALSE,5.367531339,71.49558776
FALSE,835.8674227,71.49658551
FALSE,4.204061539,71.49998519
TRUE,267.3989931,71.50135761
TRUE,418.6939065,71.50221412
FALSE,1.333252669,71.50239178
TRUE,339.0965667,71.5027369
TRUE,292.5517102,71.50293402
FALSE,3.778921892,71.50481681
TRUE,557.4966503,71.50484418
TRUE,1120.231259,71.50543167
FALSE,6.86399948,71.50666995
TRUE,300.3978608,71.50831384
TRUE,465.4747933,71.50924188
TRUE,466.2025927,71.50973063
TRUE,300.8886091,71.51013595
FALSE,1.390929029,71.51070619
FALSE,1.785204573,71.51113219
FALSE,6.604887725,71.51147791
TRUE,168.3322197,71.5132146
TRUE,310.666789,71.51328736
TRUE,246.1670211,71.51343824
TRUE,204.4856554,71.5138508
FALSE,4.595393041,71.51431765
TRUE,360.7356434,71.51660623
TRUE,165.1845909,71.51960234
TRUE,205.9458014,71.52098341
FALSE,5.115394644,71.52332799
TRUE,514.1010998,71.52880787
TRUE,439.8791441,71.52944488
TRUE,216.3746054,71.53147496
TRUE,217.160503,71.53207904
FALSE,5.067523933,71.53245551
TRUE,442.4787614,71.53393292
TRUE,211.6192034,71.53479471
TRUE,158.9579391,71.53981303
TRUE,397.5621062,71.54207387
FALSE,1250.910617,71.54600737
TRUE,392.5715154,71.54670696
FALSE,3.865501242,71.54821513
FALSE,1.332718498,71.55005655
TRUE,114.3929704,71.55047163
TRUE,160.8017828,71.55467813
FALSE,5.130686456,71.55665523
TRUE,346.9977997,71.5569553
TRUE,152.7579981,71.55899834
TRUE,172.7978467,71.55917168
FALSE,2.636916727,71.55934744
FALSE,5.360194618,71.56077346
TRUE,387.9313165,71.56100419
FALSE,4.449951655,71.56271923
TRUE,195.6432213,71.5653014
FALSE,6.665027994,71.5658
TRUE,376.5888015,71.56700251
TRUE,375.6982102,71.56788633
FALSE,3.790865748,71.56823406
TRUE,425.7683798,71.569404
TRUE,549.3246008,71.56955513
TRUE,257.4912431,71.56972043
TRUE,402.3865994,71.57013785
TRUE,238.5958881,71.57033529
FALSE,4.047402761,71.57303077
TRUE,349.1398925,71.57393001
TRUE,435.1854861,71.57559738
TRUE,377.5133407,71.57674671
TRUE,167.3094313,71.57712419
TRUE,200.5516721,71.57901654
FALSE,1.234433879,71.58033972
FALSE,661.6650818,71.58095468
TRUE,226.64857,71.58258158
FALSE,5.63094677,71.58260176
TRUE,429.450292,71.58373372
TRUE,416.8243339,71.58669549
TRUE,466.5421832,71.58730041
TRUE,195.3394241,71.589982
TRUE,347.2993195,71.59212419
FALSE,775.1689907,71.59309201
FALSE,6.414722861,71.59787415
FALSE,6.557302369,71.59987335
TRUE,267.6118224,71.60100796
TRUE,255.6651951,71.60448968
FALSE,1591.317058,71.60703449
TRUE,377.4863334,71.60842634
TRUE,318.7837506,71.60877564
FALSE,2.941550289,71.60963458
TRUE,548.9770509,71.61017626
TRUE,197.5870821,71.61260164
TRUE,132.122629,71.61287476
FALSE,5.844905981,71.61293499
TRUE,375.8096717,71.61308717
TRUE,391.7875949,71.61417001
TRUE,438.9955415,71.61466354
FALSE,142.078456,71.61495851
TRUE,445.7645191,71.6167867
TRUE,518.6414323,71.61691179
TRUE,739.3297135,71.6172766
FALSE,4.904939488,71.61763106
TRUE,359.8112908,71.61775578
TRUE,207.2903094,71.61913263
FALSE,0.815981204,71.62162204
FALSE,4.746436887,71.62193957
TRUE,438.4134437,71.62397325
TRUE,268.4822244,71.62579879
TRUE,496.8921424,71.62614714
FALSE,5.152288995,71.62647834
TRUE,383.8266558,71.62708387
FALSE,749.3932749,71.62797696
TRUE,300.2432641,71.62816356
FALSE,4.256831778,71.62940559
TRUE,634.8119719,71.6362575
FALSE,1169.587246,71.63633375
FALSE,1.338178836,71.63685438
FALSE,1168.107976,71.63844663
FALSE,0.914596855,71.63987545
FALSE,1.508600943,71.64189023
TRUE,471.8051496,71.64202929
FALSE,3.681071141,71.64236328
TRUE,388.6526396,71.64341402
TRUE,561.1158178,71.646635
FALSE,944.415918,71.64898492
TRUE,462.7537793,71.64972732
FALSE,788.6974356,71.64992184
TRUE,382.153904,71.65024649
FALSE,687.5639908,71.65059018
TRUE,534.7844086,71.65226314
FALSE,5.944370291,71.65230708
FALSE,3.555654016,71.65401724
TRUE,446.9476722,71.65440872
TRUE,339.9235109,71.65572857
TRUE,491.6761582,71.65676058
TRUE,468.6142014,71.65760408
TRUE,255.472972,71.66110307
TRUE,305.3679071,71.66136401
FALSE,0.725317996,71.66334382
TRUE,151.3189517,71.66351213
FALSE,934.2476787,71.66387213
TRUE,203.4793469,71.66543468
FALSE,712.0033652,71.66580437
TRUE,510.4352608,71.66597579
FALSE,6.650872166,71.66675237
TRUE,235.9366835,71.66782065
TRUE,330.1322845,71.66803612
FALSE,1003.250605,71.67200207
FALSE,5.007005675,71.67353161
TRUE,378.840464,71.67476576
TRUE,413.3814991,71.67723007
FALSE,1289.832491,71.67832862
TRUE,346.1441633,71.67919445
TRUE,514.0012571,71.68187827
TRUE,171.6358668,71.68412722
TRUE,158.5960409,71.6905118
TRUE,505.0406194,71.69053895
FALSE,1576.054207,71.69385626
TRUE,69.71008458,71.6941674
TRUE,204.0357064,71.69499816
FALSE,0.876850605,71.69677509
FALSE,5.771051116,71.69811413
TRUE,228.7420649,71.70041277
TRUE,366.0294028,71.70052673
FALSE,864.9272451,71.70200019
TRUE,253.2253262,71.70287352
TRUE,180.9529102,71.7030968
FALSE,1165.95761,71.7052004
TRUE,221.4516112,71.70569948
FALSE,4.06415441,71.70592844
FALSE,756.6152695,71.7068557
FALSE,707.8867197,71.70729531
TRUE,466.3273893,71.70883526
TRUE,403.0193974,71.70958733
FALSE,750.5952374,71.71100295
TRUE,397.0814443,71.71385557
TRUE,353.1912231,71.71417596
FALSE,3.803863582,71.71617496
FALSE,690.6833066,71.71910652
FALSE,762.9243708,71.72105494
TRUE,320.1604153,71.72147786
TRUE,480.0450818,71.72232449
FALSE,0.75869974,71.7234998
TRUE,286.0590934,71.72518199
FALSE,663.1692906,71.72680773
TRUE,346.5432725,71.72849098
FALSE,3.508642777,71.73172125
FALSE,1120.615011,71.73229579
FALSE,1189.784041,71.73259926
FALSE,1.143241768,71.73318976
TRUE,466.8905828,71.73545355
FALSE,5.714519793,71.73767118
TRUE,128.4331037,71.73918069
TRUE,207.553602,71.73960791
FALSE,976.3323191,71.74439285
TRUE,319.1042464,71.74494939
FALSE,3.592045125,71.74606614
TRUE,502.8327724,71.74633023
TRUE,415.0257595,71.74727501
FALSE,1006.096553,71.7479535
TRUE,418.5422123,71.75010278
FALSE,1.46075538,71.75014031
FALSE,131.7116364,71.7522199
TRUE,338.7838665,71.75273869
FALSE,3.578292457,71.75380314
FALSE,1.499551273,71.75479536
TRUE,263.1416815,71.75538539
FALSE,0.769340637,71.75576805
TRUE,312.7374119,71.75778852
FALSE,0.654421492,71.75783937
TRUE,454.4679649,71.75864555
TRUE,468.2237239,71.75965736
FALSE,5.474958183,71.76033898
FALSE,2.725562607,71.76287767
TRUE,508.0026006,71.7631816
TRUE,492.2434573,71.76359548
TRUE,243.7595911,71.76405921
TRUE,412.2836644,71.76426965
FALSE,7.129342332,71.7643579
TRUE,102.9336026,71.76468875
TRUE,350.3711246,71.7653095
FALSE,1.383937922,71.76646443
FALSE,760.8569165,71.76968089
FALSE,6.924680714,71.77145803
TRUE,250.5213183,71.77379088
FALSE,6.510727253,71.77381521
TRUE,302.9804494,71.77426043
TRUE,354.3540467,71.77530566
TRUE,270.1598066,71.77568378
TRUE,395.4930907,71.77679876
FALSE,1.299242269,71.77705362
FALSE,924.44442,71.7771476
FALSE,1.289441847,71.77883012
FALSE,1.52604558,71.77898576
TRUE,257.0326322,71.77924477
FALSE,141.958788,71.77928811
TRUE,262.2596589,71.78039212
FALSE,0.716629949,71.78121142
TRUE,465.7221684,71.78131063
FALSE,0.679310159,71.7830319
TRUE,389.5360027,71.78424581
FALSE,6.984019311,71.78484371
FALSE,6.5282808,71.78543238
TRUE,320.0420952,71.78739491
TRUE,473.2897709,71.78755972
TRUE,471.1620649,71.79110329
TRUE,155.8577,71.79196709
TRUE,343.6955431,71.79385175
TRUE,150.3886275,71.79407097
FALSE,982.1682373,71.79476994
TRUE,539.2772154,71.7984827
TRUE,368.3946882,71.80117448
TRUE,439.8048808,71.80316101
TRUE,591.5774529,71.80596689
TRUE,156.6038134,71.806195
TRUE,264.5020589,71.80639029
TRUE,511.9085135,71.80704226
FALSE,810.3900918,71.80741853
TRUE,444.5768768,71.80863291
FALSE,2.445981165,71.80978224
FALSE,633.0979859,71.81007762
FALSE,819.7161912,71.81134674
TRUE,589.4213789,71.8117958
FALSE,4.903578897,71.811815
FALSE,1.37765388,71.81433565
FALSE,0.808741119,71.81434375
FALSE,6.990547357,71.8152312
TRUE,407.3276459,71.81636772
TRUE,159.2944624,71.81712376
FALSE,605.1890514,71.81854473
TRUE,391.3667526,71.81949122
FALSE,1511.216983,71.82355259
TRUE,434.0576808,71.82528624
TRUE,551.1401876,71.82685582
TRUE,456.0069936,71.82831785
FALSE,976.5446153,71.8287841
FALSE,1.185424185,71.83168184
TRUE,241.2115438,71.83195615
FALSE,1.566706764,71.83303906
FALSE,3.940479813,71.83336732
TRUE,386.7393358,71.83654636
TRUE,247.0377467,71.83903851
TRUE,320.6347382,71.83947208
TRUE,302.5308133,71.83983448
FALSE,1059.699745,71.84145896
TRUE,328.9503562,71.84161305
TRUE,216.2365305,71.84256614
TRUE,163.9706645,71.84319073
FALSE,567.7618917,71.84362469
TRUE,309.4909058,71.84623715
TRUE,323.6206526,71.84871126
FALSE,0.920871792,71.84881155
TRUE,233.7974801,71.85179714
TRUE,345.0741621,71.85210762
TRUE,221.8704781,71.85288237
FALSE,1449.257072,71.8550934
TRUE,205.6940043,71.85620465
FALSE,0.946623377,71.86135768
TRUE,395.4705832,71.86364298
TRUE,108.4062158,71.86480451
TRUE,554.5481248,71.8664129
TRUE,423.7106599,71.871057
FALSE,4.634431364,71.87173559
FALSE,724.9311329,71.87191526
TRUE,195.7671186,71.87580084
TRUE,309.1986833,71.87614717
TRUE,567.7797336,71.8774318
TRUE,256.4067354,71.8778469
TRUE,165.8746006,71.88110578
TRUE,549.3447943,71.88354658
TRUE,377.2286511,71.8835887
FALSE,3.706900451,71.88638888
FALSE,0.777597836,71.88785626
TRUE,323.4424642,71.88884881
TRUE,281.6498453,71.88898635
FALSE,1.471058198,71.88906875
FALSE,4.567783903,71.89001505
TRUE,495.6669571,71.89010323
TRUE,480.5851021,71.8903166
FALSE,1083.036898,71.89102913
TRUE,93.68551659,71.89274024
TRUE,368.7548104,71.89293517
TRUE,379.2811101,71.89297069
FALSE,1.177107686,71.89335903
FALSE,4.519884405,71.89372983
TRUE,309.6714995,71.89530177
TRUE,573.105734,71.89534859
FALSE,1.381762212,71.89572107
TRUE,201.605785,71.89654809
FALSE,6.175038662,71.89794303
TRUE,577.4301776,71.89915949
FALSE,1.355680874,71.89996556
TRUE,428.485899,71.90054231
TRUE,439.7359027,71.90483067
FALSE,3.765622041,71.90608334
TRUE,316.1149653,71.90676736
TRUE,183.2029325,71.90786169
TRUE,816.7447849,71.91092917
FALSE,5.944802015,71.91238241
FALSE,1438.015662,71.91263591
TRUE,476.8026618,71.91602475
FALSE,5.424688486,71.91634349
FALSE,6.289280824,71.91635408
FALSE,815.1626704,71.91665615
FALSE,1185.027486,71.91705946
TRUE,524.5762573,71.92002227
FALSE,3.857054892,71.92028618
FALSE,1.388837236,71.92097194
FALSE,4.155951336,71.92108456
FALSE,4.702517562,71.92109696
FALSE,6.681180809,71.92180159
FALSE,692.2472556,71.92360909
TRUE,108.0616067,71.92515763
TRUE,260.319933,71.92528956
TRUE,363.971789,71.92643656
TRUE,447.9840354,71.92748422
TRUE,263.874134,71.92789904
FALSE,733.1351275,71.92801104
TRUE,492.9518837,71.92897758
TRUE,359.8589435,71.93067653
TRUE,329.1850039,71.93149904
FALSE,5.870364834,71.9337707
FALSE,1.302780567,71.93415536
TRUE,292.8305453,71.93456277
FALSE,5.209474397,71.93720194
FALSE,4.698841952,71.93795797
FALSE,712.4599336,71.93891692
TRUE,468.9520903,71.93900334
FALSE,1.620084027,71.94322668
TRUE,441.1107868,71.94438902
FALSE,1.349620585,71.94516094
TRUE,546.6742314,71.94686526
TRUE,329.7668319,71.94693469
FALSE,3.528471836,71.94858099
TRUE,89.95972622,71.94895754
TRUE,303.9935712,71.94938052
TRUE,460.8725094,71.94954421
TRUE,361.8165302,71.94971512
TRUE,327.0792131,71.94991311
TRUE,398.9650648,71.95029763
FALSE,6.169243941,71.95039613
TRUE,355.6911071,71.95272273
TRUE,315.238565,71.95275263
TRUE,286.6751903,71.95304691
TRUE,526.434488,71.95323084
TRUE,198.1255466,71.95361481
TRUE,440.7507695,71.9550394
TRUE,275.9505318,71.95599598
FALSE,3.760986127,71.958038
TRUE,168.0628572,71.95863846
TRUE,280.6519139,71.95882934
FALSE,1.667682336,71.95948022
FALSE,1.941609812,71.96082366
TRUE,387.1814706,71.96153099
FALSE,1.172306441,71.96332693
TRUE,522.6876162,71.96917628
TRUE,136.8174415,71.97006811
FALSE,6.825571697,71.97015463
TRUE,335.3756308,71.97536278
TRUE,208.94874,71.97594162
TRUE,356.7848427,71.97702657
TRUE,297.4756025,71.97807548
FALSE,4.429446621,71.9782571
TRUE,468.7085237,71.97951031
TRUE,363.9623942,71.98005155
FALSE,3.060344777,71.98073324
TRUE,487.1882675,71.98073826
FALSE,1203.635137,71.98332575
FALSE,0.500144295,71.98385676
FALSE,1.475339159,71.98477893
FALSE,792.9388912,71.98613158
FALSE,846.7927738,71.98751483
FALSE,4.20941049,71.98958148
TRUE,967.700858,71.99024627
TRUE,324.4010957,71.990938
TRUE,551.8700104,71.99094057
FALSE,5.194267902,71.99115261
TRUE,261.1311654,71.99329706
FALSE,608.2895752,71.99518484
FALSE,697.9564096,71.99540561
TRUE,215.6148463,71.99563287
FALSE,650.4165837,72.00018504
FALSE,803.1379978,72.00323394
FALSE,6.204901726,72.00416587
TRUE,335.427011,72.00600096
TRUE,262.9721333,72.00728699
FALSE,0.834365991,72.01054698
FALSE,1006.352352,72.01099066
FALSE,1255.695435,72.01183297
FALSE,6.947448275,72.01223682
TRUE,161.4249422,72.01261815
FALSE,0.769978571,72.01285621
TRUE,352.8013201,72.01436343
TRUE,400.3104755,72.01629287
TRUE,344.977508,72.01635258
FALSE,682.4676924,72.01885851
FALSE,4.241428486,72.01996584
FALSE,4.079224284,72.02161479
TRUE,345.5164868,72.02593465
FALSE,1424.073101,72.02609567
TRUE,452.5430883,72.026124
FALSE,1101.615336,72.02707793
FALSE,6.035798927,72.03064571
TRUE,70.8152659,72.03349145
TRUE,365.6257423,72.03357352
FALSE,1.823479315,72.03391911
FALSE,87.41129819,72.03476718
TRUE,375.4159654,72.03649937
TRUE,281.2029773,72.03755369
FALSE,4.62625535,72.03789615
FALSE,7.275703523,72.03849422
TRUE,379.7271082,72.03975783
TRUE,330.8684783,72.04082462
FALSE,1567.057446,72.04107635
FALSE,1151.768162,72.04114906
TRUE,638.3811409,72.04157612
FALSE,6.123429956,72.04260961
FALSE,921.6643769,72.04369214
TRUE,417.0134904,72.04418866
FALSE,6.196184446,72.04586268
TRUE,467.4134081,72.04641765
FALSE,7.135084644,72.04642237
TRUE,100.2533263,72.04656933
TRUE,243.0439914,72.04842765
TRUE,231.3938358,72.04853382
TRUE,532.861469,72.04913021
TRUE,420.4645521,72.04948927
TRUE,396.1901174,72.04960429
FALSE,913.8639902,72.05045986
TRUE,344.6660147,72.05148417
TRUE,366.4761341,72.05326175
TRUE,399.4895379,72.05373901
TRUE,132.6685693,72.05452944
FALSE,6.890022637,72.0555294
TRUE,586.2862002,72.05810519
TRUE,345.3664878,72.05951073
FALSE,0.848804258,72.0602931
FALSE,1.097957606,72.06040891
TRUE,448.9830601,72.06093669
TRUE,294.2433632,72.06133472
TRUE,296.343231,72.06152027
TRUE,276.719266,72.06271712
TRUE,160.5201086,72.06540398
TRUE,276.0588236,72.06756568
TRUE,402.2904225,72.0685786
FALSE,746.6654074,72.06873382
TRUE,163.7151146,72.06947889
FALSE,4.781108195,72.07186751
FALSE,1.8320611,72.07599995
FALSE,998.5230254,72.08227427
FALSE,758.522356,72.08255344
TRUE,202.2668462,72.08370638
TRUE,523.4586862,72.08416458
FALSE,844.5649049,72.08439914
FALSE,986.6714614,72.08550198
TRUE,229.0448015,72.08848105
FALSE,3.148918035,72.09024569
TRUE,182.550493,72.09110912
TRUE,449.7634208,72.09150717
FALSE,4.031137708,72.09444778
FALSE,3.969861097,72.09540936
FALSE,881.7885247,72.09615836
TRUE,119.7279255,72.09637589
FALSE,7.218363026,72.09669937
TRUE,483.8190149,72.09728909
TRUE,496.1219247,72.09782901
FALSE,3.640683171,72.0985493
TRUE,305.2441174,72.101721
TRUE,611.8846235,72.10250844
TRUE,544.660415,72.10327148
TRUE,468.2529275,72.10513744
TRUE,387.6546579,72.10601286
TRUE,464.4211481,72.1067795
TRUE,213.8038361,72.1074056
TRUE,375.6959494,72.10765303
FALSE,5.159944033,72.10827126
TRUE,228.5117635,72.10916557
TRUE,466.3810206,72.11083316
TRUE,270.1056036,72.11319148
