NSP2 / uM,NSP5 / uM,feature
2.520035996,2.288567566,TRUE
3.052771873,4.46127353,TRUE
0.984163948,5.784385547,TRUE
4.650341255,2.820967856,TRUE
2.562823,3.089588292,TRUE
2.682218416,4.043815263,TRUE
0.084976636,5.344455095,TRUE
0.568061485,6.82120973,TRUE
0.611591788,5.962548525,TRUE
2.11710214,4.795162505,TRUE
1.707540758,5.574263545,TRUE
2.607731635,4.923987495,TRUE
4.676737901,5.668683225,TRUE
2.763245704,4.881666415,TRUE
1.04672035,4.040986904,TRUE
1.141134282,5.887459665,TRUE
3.666655101,6.723482627,TRUE
0.874066879,7.869139127,TRUE
1.572792573,5.417978603,TRUE
2.047985464,7.46983671,TRUE
2.828756034,6.491332757,TRUE
1.492827138,7.586783893,TRUE
2.015300408,2.755056195,TRUE
0.94040653,5.461304569,TRUE
2.0649008,2.655118238,TRUE
2.97701753,1.586969992,TRUE
2.355938429,2.366869625,TRUE
2.207420382,6.634901723,TRUE
1.201859574,5.438503516,TRUE
2.27879108,0.695607648,TRUE
4.255016328,6.921349703,TRUE
1.627852299,2.153228746,TRUE
1.976720982,3.298116764,TRUE
1.229820034,7.393689952,TRUE
1.396089831,7.13802997,TRUE
2.589863792,3.289676584,TRUE
2.580924531,5.286954399,TRUE
1.122911871,7.629346981,TRUE
1.175780379,8.163330184,TRUE
0.953303037,7.623818176,TRUE
3.185286652,6.746705957,TRUE
4.382719378,5.626086774,TRUE
3.546884949,4.86706356,TRUE
1.882975815,6.205400346,TRUE
1.081822802,5.651402808,TRUE
4.144116771,3.451514321,TRUE
1.053774252,3.270761483,TRUE
1.491987766,3.672356488,TRUE
2.272500117,3.370725604,TRUE
1.905576831,5.021024829,TRUE
1.690716323,6.648717197,TRUE
4.337022824,5.811779852,TRUE
1.827044895,4.665290756,TRUE
2.812476721,3.529202809,TRUE
0.859529191,7.142351589,TRUE
2.1987973,5.259470851,TRUE
3.56637478,5.349174898,TRUE
2.014622527,6.323170156,TRUE
1.765927591,4.856849027,TRUE
1.460668054,3.744008248,TRUE
3.398239679,4.406501765,TRUE
2.407880031,2.801027788,TRUE
4.197651022,3.250437844,TRUE
1.580710143,5.396161162,TRUE
3.713291769,4.489759743,TRUE
1.980271205,6.596101165,TRUE
1.761371359,4.602229398,TRUE
1.386518646,4.976619716,TRUE
3.106117476,5.283718062,TRUE
4.464941559,2.889929106,TRUE
2.324104626,4.650307183,TRUE
1.053516853,7.581449785,TRUE
3.622766243,6.127844953,TRUE
3.440781659,4.272840637,TRUE
4.363385592,1.694482592,TRUE
3.630178758,2.396636894,TRUE
2.795319726,6.222510613,TRUE
3.364727318,5.2597989,TRUE
2.11091043,4.886008542,TRUE
1.682141914,6.669818799,TRUE
4.849733743,2.465461265,TRUE
4.13214937,5.034444223,TRUE
2.142794886,4.176334898,TRUE
2.914218944,6.423495603,TRUE
2.674165503,2.183616013,TRUE
5.267797848,6.316550144,TRUE
1.265270722,6.493953188,TRUE
1.662514135,2.83660657,TRUE
1.729960761,6.456813107,TRUE
2.569974324,7.038744756,TRUE
1.920701695,5.212990586,TRUE
1.536180745,5.632807136,TRUE
4.59972514,1.544528091,TRUE
3.614457708,1.97048474,TRUE
2.930282545,3.345261487,TRUE
2.072729244,3.40547962,TRUE
2.504860983,8.401296936,TRUE
4.16837987,5.852336202,TRUE
3.40001565,8.639373292,TRUE
4.355511138,5.013934546,TRUE
2.359820127,7.060344679,TRUE
2.326363462,2.884717618,TRUE
1.658867651,3.322194437,TRUE
1.963587809,6.139931345,TRUE
2.530024168,6.706430285,TRUE
1.334736788,7.283790639,TRUE
1.443537364,7.016140979,TRUE
2.393201979,5.496149735,TRUE
1.6905129,2.789961421,TRUE
2.286300085,2.971695175,TRUE
1.153516022,5.151859976,TRUE
1.341741809,5.143346034,TRUE
1.778304595,5.089141429,TRUE
4.70464206,4.173218379,TRUE
3.805875914,1.109526159,TRUE
4.68848566,6.180083959,TRUE
5.346413046,3.2766926,TRUE
2.754349167,3.372508678,TRUE
5.297469285,5.617718562,TRUE
3.462940002,1.622223718,TRUE
2.433589387,1.481899425,TRUE
1.552633063,2.805131703,TRUE
3.202328891,6.81280099,TRUE
3.266499066,3.954238884,TRUE
3.748459962,1.564733325,TRUE
5.003148806,3.831444289,TRUE
2.417869686,2.866642579,TRUE
4.656763556,5.52081479,TRUE
1.118083677,6.764210143,TRUE
1.574969283,4.59002695,TRUE
1.169478863,4.8180032,TRUE
5.096526412,3.450786912,TRUE
3.04125401,6.987148767,TRUE
3.210688422,6.276801008,TRUE
3.252151598,2.659791416,TRUE
3.718904226,5.83242409,TRUE
1.219375671,6.426501025,TRUE
1.427334318,4.445193402,TRUE
2.418336671,5.326827802,TRUE
3.663123956,3.708677914,TRUE
2.068114328,3.154572127,TRUE
2.239852495,5.62453893,TRUE
2.484504712,1.385694116,TRUE
1.799981137,6.395291922,TRUE
3.889189198,5.311464286,TRUE
4.923705036,2.970838048,TRUE
4.684908561,3.022567175,TRUE
0.93529102,8.352809551,TRUE
2.029792533,7.206360654,TRUE
5.534334171,4.563479314,TRUE
5.607621282,2.632700523,TRUE
3.297111785,3.525356846,TRUE
4.046089925,6.035485683,TRUE
2.310203515,4.49339466,TRUE
4.251606122,1.092267575,TRUE
3.078479967,2.710500443,TRUE
4.009510511,2.547997637,TRUE
3.885401058,1.163253208,TRUE
1.255609277,4.815110381,TRUE
1.943367051,5.884089406,TRUE
5.52018907,2.337595429,TRUE
3.319056619,6.35512477,TRUE
2.467450073,4.186812341,TRUE
4.019176019,5.683481994,TRUE
1.925253995,5.177880424,TRUE
2.565681242,3.447899242,TRUE
4.896043858,5.335478006,TRUE
2.005926457,7.18506039,TRUE
2.293193314,3.273326488,TRUE
5.358416498,2.029302896,TRUE
3.134826703,4.76158172,TRUE
2.923825192,4.077688372,TRUE
2.983074242,5.321828973,TRUE
4.676110653,6.149429228,TRUE
1.426902918,6.898214805,TRUE
2.193326504,5.498204125,TRUE
2.273286061,4.86603776,TRUE
2.075166331,5.292289541,TRUE
2.974113266,6.838086263,TRUE
4.602798109,2.502692829,TRUE
0.952256602,6.635164639,TRUE
2.677030733,3.900455673,TRUE
2.127957052,6.034842723,TRUE
3.081694585,2.779335296,TRUE
1.302139528,4.473831675,TRUE
2.146980708,4.125426614,TRUE
5.093363641,2.373957265,TRUE
1.465393948,7.145622158,TRUE
4.243744411,5.301345239,TRUE
1.752853175,5.869139275,TRUE
6.413179591,0.998161858,TRUE
1.061410288,6.697013566,TRUE
2.163068713,4.986845988,TRUE
5.451250383,3.177396917,TRUE
1.135928008,6.45983404,TRUE
1.065323839,7.200329804,TRUE
2.262132872,6.070786414,TRUE
5.28698887,2.704794442,TRUE
3.182008905,2.647955315,TRUE
2.588358603,3.364424986,TRUE
1.954920923,7.108495416,TRUE
3.717745692,5.722780296,TRUE
3.152648869,1.221011028,TRUE
2.065040275,5.130458242,TRUE
3.798330293,1.385487297,TRUE
3.170969097,2.654918296,TRUE
3.427808527,2.879935707,TRUE
5.460706551,1.890186973,TRUE
1.796723708,7.291473335,TRUE
3.601855864,5.982244512,TRUE
1.986209227,5.375223928,TRUE
3.649981074,1.471008478,TRUE
3.28603254,3.016035405,TRUE
5.415195986,2.022728677,TRUE
4.061485506,4.471980287,TRUE
0.82514832,5.118267014,TRUE
1.744759793,4.671925716,TRUE
5.474256063,1.941777286,TRUE
1.84154133,4.979350171,TRUE
1.808621425,6.642326393,TRUE
2.159292749,4.602631328,TRUE
3.22539786,2.840272697,TRUE
1.294357954,2.843711793,TRUE
4.296366777,1.843510973,TRUE
0.84515165,5.40655184,TRUE
3.408685623,5.780611445,TRUE
1.162162248,7.04900583,TRUE
0.838913185,5.247224322,TRUE
4.997487294,2.796783254,TRUE
1.425283641,5.939062746,TRUE
1.593993575,5.758600226,TRUE
2.077169959,5.468845478,TRUE
3.108070149,1.133438495,TRUE
2.666025902,6.694374324,TRUE
2.227999946,4.849560629,TRUE
2.604370497,8.003063782,TRUE
4.862227536,3.251226973,TRUE
2.520787152,5.665892571,TRUE
3.653784581,4.41739376,TRUE
1.999640505,4.488791703,TRUE
2.801785499,6.478035594,TRUE
2.371109216,5.233595114,TRUE
3.452481325,2.763524492,TRUE
2.229256648,4.534877982,TRUE
5.59675459,2.652277066,TRUE
1.437460625,7.165448586,TRUE
4.456333872,5.442202732,TRUE
1.995755527,2.838148657,TRUE
4.208622073,4.555666279,TRUE
3.256776409,5.806126389,TRUE
2.371788775,5.022120459,TRUE
2.352039161,0.871128251,TRUE
1.956225454,5.824225479,TRUE
3.879657602,7.184465677,TRUE
2.77582356,5.746420944,TRUE
3.643138254,3.15050762,TRUE
4.453615175,5.055951361,TRUE
4.146525278,1.231096934,TRUE
3.851893812,5.611355542,TRUE
2.101271539,4.374884269,TRUE
3.933041189,0.967852372,TRUE
2.711083234,5.848530417,TRUE
4.672390877,3.001679992,TRUE
5.271778337,2.777176492,TRUE
2.257033021,4.65364754,TRUE
2.3452767,4.385072853,TRUE
2.522969203,4.855897998,TRUE
1.685533243,7.513556599,TRUE
4.837712225,3.301309258,TRUE
2.783377659,0.984119849,TRUE
2.426603851,3.25629523,TRUE
1.740929807,4.392203223,TRUE
2.928144252,2.158468036,TRUE
2.358158948,0.905152381,TRUE
4.821512332,1.41737317,TRUE
0.837452296,5.502743844,TRUE
2.244694628,2.500361848,TRUE
3.263722372,5.054948001,TRUE
1.953034954,2.646220049,TRUE
4.19790239,4.382294094,TRUE
5.197372307,1.586350925,TRUE
1.167882669,8.119221977,TRUE
3.314590653,7.565280768,TRUE
2.533270171,6.794191743,TRUE
3.474788032,1.401376393,TRUE
3.798042272,2.335157517,TRUE
6.04619761,2.565429026,TRUE
2.372229725,6.329012769,TRUE
1.678971419,4.237917305,TRUE
1.614013325,1.175238325,TRUE
1.622848341,4.389591951,TRUE
0.829041086,6.976416119,TRUE
3.208516881,6.22960866,TRUE
2.033049949,2.936786202,TRUE
1.959153604,0.8848864,TRUE
3.996062945,2.574038106,TRUE
4.222905068,3.013485875,TRUE
1.129939735,5.133278638,TRUE
1.514446017,6.405669842,TRUE
1.565396653,7.391439841,TRUE
3.196027747,3.416761899,TRUE
2.187192151,4.942004291,TRUE
1.287879795,5.959270879,TRUE
4.126328602,3.71337848,TRUE
2.873338371,1.029689684,TRUE
4.561432263,1.568001702,TRUE
4.329452246,2.934150539,TRUE
4.320452592,6.178373078,TRUE
1.20605225,4.367319604,TRUE
1.480652592,6.24164589,TRUE
3.779884761,7.382874465,TRUE
5.382883715,2.027643286,TRUE
2.664914389,3.632374514,TRUE
3.929725318,7.717744218,TRUE
3.052422096,6.659863399,TRUE
3.920466703,5.842072942,TRUE
4.430172222,2.088011414,TRUE
1.935007352,6.929453294,TRUE
3.383579007,5.376319393,TRUE
2.518628274,5.678645517,TRUE
2.143357167,2.856436259,TRUE
2.733969317,3.093318486,TRUE
2.825124067,4.771583852,TRUE
2.101357201,4.639160108,TRUE
2.486742856,6.279790891,TRUE
4.892608398,1.690211965,TRUE
3.096747871,5.944385637,TRUE
3.157546601,1.80093482,TRUE
1.55956594,1.028315711,TRUE
1.840409884,0.836139801,TRUE
3.674723737,5.360786522,TRUE
11.01154125,8.62039576,TRUE
1.163855271,5.290433814,TRUE
1.154332669,7.278160055,TRUE
2.071455596,6.759372979,TRUE
5.127349911,4.119972779,TRUE
9.056934213,7.044179259,TRUE
5.521678927,4.682407519,TRUE
