NSP2 / uM,NSP5 / uM,feature
1.787550798,4.160118772,TRUE
1.312622405,2.88883623,TRUE
4.62856786,2.616016397,TRUE
1.398671023,4.339481632,TRUE
5.502530906,3.394835896,TRUE
3.210433017,0.780169961,TRUE
1.936007586,3.946656856,TRUE
4.042987934,1.361681862,TRUE
1.332007883,6.987541245,TRUE
1.778001312,4.816169238,TRUE
1.812412199,0.74021678,TRUE
1.539665548,6.302555451,TRUE
1.211969744,4.28496758,TRUE
1.991512866,5.8298813,TRUE
4.83691072,2.607927281,TRUE
4.535178387,1.55228593,TRUE
2.639134973,4.953361806,TRUE
2.970141443,7.691251728,TRUE
2.005895514,5.125337567,TRUE
3.338436282,5.321007866,TRUE
1.921625535,8.332142273,TRUE
2.179585719,5.363905583,TRUE
2.745493491,2.735241768,TRUE
3.774123781,6.605809568,TRUE
4.020562901,6.846191149,TRUE
1.887696222,3.186601155,TRUE
2.424596214,7.272339404,TRUE
2.716298855,6.427539647,TRUE
3.513359622,4.749260046,TRUE
1.39274326,3.443482609,TRUE
5.200545232,5.243119242,TRUE
2.151192013,6.471500546,TRUE
4.973310321,6.011355345,TRUE
1.335311775,4.855259711,TRUE
5.346410686,4.954002513,TRUE
3.405515586,2.629367277,TRUE
2.976538021,4.527405783,TRUE
3.828871855,4.912815089,TRUE
2.04416495,7.238598739,TRUE
4.96395679,4.397571935,TRUE
5.326796907,2.556853334,TRUE
2.076717414,7.148523524,TRUE
1.365508416,6.921495544,TRUE
3.141380974,3.030677458,TRUE
3.361177796,5.005766765,TRUE
1.355789257,5.673369604,TRUE
1.574825834,7.226929384,TRUE
1.555651672,7.081914634,TRUE
3.889340046,2.839433367,TRUE
1.876753861,5.758999832,TRUE
5.956325307,4.341266283,TRUE
4.959372064,5.395526299,TRUE
1.514941918,5.334220236,TRUE
4.998418231,6.37428433,TRUE
4.63827433,3.052025082,TRUE
2.867517598,1.617250135,TRUE
4.205078113,4.176046139,TRUE
1.361879085,2.973402569,TRUE
4.261422044,2.456312098,TRUE
3.591528056,6.384495012,TRUE
3.400695438,7.012777652,TRUE
2.227896471,6.84574895,TRUE
1.439477625,8.135014526,TRUE
0.568573372,5.71323749,TRUE
1.948539041,5.869782857,TRUE
3.195431117,6.665107145,TRUE
2.690831555,6.65416121,TRUE
3.071898352,5.79961634,TRUE
1.48187268,7.38203604,TRUE
4.92978308,2.03458403,TRUE
5.033923216,4.31697455,TRUE
2.211198173,4.405195409,TRUE
3.348356102,5.341676584,TRUE
7.837703227,8.924462074,TRUE
2.136674386,5.213041309,TRUE
2.902651466,3.220571847,TRUE
5.606701795,1.672481929,TRUE
1.562127553,6.10661164,TRUE
2.714326038,5.522502194,TRUE
2.4933317,4.639020749,TRUE
1.077397853,3.186855015,TRUE
4.787196374,9.092090509,TRUE
2.440617672,5.641047603,TRUE
5.482554673,5.189529366,TRUE
3.482850061,2.694901733,TRUE
2.034787807,5.787111305,TRUE
2.185524594,6.464153064,TRUE
4.553387186,6.299756916,TRUE
3.071733962,4.350085821,TRUE
2.278231534,5.246407402,TRUE
2.814429141,3.157104175,TRUE
4.86730613,2.917869404,TRUE
5.318386748,2.717769121,TRUE
3.427283455,1.839679838,TRUE
4.783302708,2.523157558,TRUE
3.102131649,2.692184492,TRUE
2.180331468,5.630718471,TRUE
2.003188402,5.903650836,TRUE
4.039869495,5.835075971,TRUE
1.700436275,3.344942281,TRUE
1.294835521,7.362323469,TRUE
2.03678726,3.195645278,TRUE
3.145026537,4.349895002,TRUE
6.216930341,2.562033099,TRUE
5.270258984,5.157599563,TRUE
3.813979162,6.412199596,TRUE
4.969819577,4.074914879,TRUE
1.610685218,6.60860067,TRUE
1.530030478,6.433524581,TRUE
2.245640414,4.464925048,TRUE
4.035078059,2.126795447,TRUE
2.582595987,2.401518094,TRUE
3.934761709,2.805654495,TRUE
2.13402309,4.593577322,TRUE
1.108842259,3.550481105,TRUE
5.093597586,4.907231117,TRUE
4.247926639,7.084349441,TRUE
5.244032926,2.681587569,TRUE
1.784580377,5.200165704,TRUE
4.424785473,2.641388598,TRUE
0.804756094,7.00134725,TRUE
1.750111047,5.093336067,TRUE
4.31550771,4.481782088,TRUE
1.819247108,5.033693876,TRUE
4.738992068,2.267460849,TRUE
1.746314935,7.947282466,TRUE
5.519028068,2.750037411,TRUE
2.498991899,4.544687575,TRUE
4.460610239,1.528236312,TRUE
1.382796146,5.167507896,TRUE
5.200207821,0.456964247,TRUE
2.695320669,2.626258256,TRUE
2.404535738,2.862748119,TRUE
5.622268862,4.376855368,TRUE
2.534875526,2.669100094,TRUE
4.606144729,6.791040852,TRUE
0.992648719,4.782642537,TRUE
3.636956753,5.942379283,TRUE
1.528164911,6.700907537,TRUE
1.269492292,6.466519565,TRUE
1.546600147,2.934359885,TRUE
3.445399867,1.515605673,TRUE
3.989531371,8.198804507,TRUE
1.739052045,3.369829569,TRUE
5.249167792,3.613954189,TRUE
1.995532033,7.328453978,TRUE
1.792764895,8.089677079,TRUE
2.017641604,7.742560939,TRUE
2.686479721,2.831289838,TRUE
1.336413956,6.828676752,TRUE
1.736168523,5.396060585,TRUE
2.737093427,5.379613361,TRUE
1.277594022,5.870685393,TRUE
1.711717217,3.565792803,TRUE
1.794262377,7.039127952,TRUE
2.236287249,3.237220588,TRUE
2.400100984,5.222186572,TRUE
1.699198106,3.210874454,TRUE
1.33559736,7.281529853,TRUE
4.143582795,2.792771801,TRUE
1.791426144,6.049241977,TRUE
3.164111035,8.062745763,TRUE
4.851087853,1.673084654,TRUE
1.847989496,7.463065664,TRUE
1.55007887,6.915294485,TRUE
1.79173284,6.903057531,TRUE
1.342576345,4.764498574,TRUE
2.909708004,4.954137723,TRUE
3.795010662,5.707505076,TRUE
2.042393235,3.593480877,TRUE
2.364622302,0.628546198,TRUE
1.909588059,3.505541488,TRUE
0.951578078,6.295877515,TRUE
3.741975449,1.735569218,TRUE
2.346935493,6.212806117,TRUE
4.296993349,5.581519603,TRUE
1.402573352,6.488976182,TRUE
1.462503416,3.07462598,TRUE
4.41951677,2.184055828,TRUE
2.32238132,7.108830967,TRUE
4.393618543,1.025138732,TRUE
4.771469164,3.623094472,TRUE
2.709021516,3.263238595,TRUE
2.397233265,4.735677896,TRUE
1.311785134,8.451454384,TRUE
5.278726674,3.307795974,TRUE
2.215966268,5.678271611,TRUE
4.426217229,3.929079618,TRUE
3.135850364,7.660582356,TRUE
1.224565081,5.823951248,TRUE
2.722406072,6.037053789,TRUE
5.329793868,3.354239668,TRUE
3.590465487,3.921624682,TRUE
3.401156626,4.537867716,TRUE
2.492275995,4.664969649,TRUE
3.615898067,4.920791333,TRUE
3.271112897,2.795495424,TRUE
3.075877592,4.893171175,TRUE
3.638344437,4.368353517,TRUE
2.536260714,3.624301298,TRUE
5.474827788,2.43262943,TRUE
2.539947935,5.611664776,TRUE
1.239805935,5.044797174,TRUE
2.424952051,6.275646602,TRUE
2.001548375,0.919696219,TRUE
4.49184074,3.935289861,TRUE
2.69899243,2.352260011,TRUE
2.840638339,4.820171414,TRUE
1.910977579,6.88492593,TRUE
5.295744567,5.725938722,TRUE
2.434849782,3.175282262,TRUE
4.773449069,3.935731674,TRUE
1.186788078,0.995524998,TRUE
2.240207045,4.030652914,TRUE
4.691551377,5.106289231,TRUE
1.65960736,2.557856538,TRUE
3.545107188,2.785113115,TRUE
2.617923855,5.204393764,TRUE
4.50963144,6.297966247,TRUE
4.803156544,2.005856336,TRUE
5.251829387,5.680141979,TRUE
1.918056556,5.881372541,TRUE
3.853302164,7.596992341,TRUE
2.10858149,3.233896589,TRUE
3.031908031,7.379884932,TRUE
2.427344397,5.525730041,TRUE
4.505843736,5.651184249,TRUE
4.006377812,2.523003871,TRUE
5.150481119,6.017134939,TRUE
1.705532053,8.736490396,TRUE
4.599920337,5.53182535,TRUE
3.745280479,4.932962509,TRUE
3.713874767,3.074224027,TRUE
4.063845533,5.057259724,TRUE
2.315566599,6.780064897,TRUE
1.991607892,5.075464329,TRUE
2.501361469,2.750186303,TRUE
1.416882112,2.942004883,TRUE
1.386609049,6.713762885,TRUE
4.059698433,5.835160495,TRUE
3.813850752,4.698226006,TRUE
5.365509518,1.35843864,TRUE
1.521067871,6.525085934,TRUE
1.901575503,6.506720908,TRUE
2.988760361,6.016249055,TRUE
4.24063442,4.838069776,TRUE
2.655081834,4.662276982,TRUE
1.665971226,4.275683754,TRUE
1.215759677,7.359155705,TRUE
4.588892799,3.334917421,TRUE
5.783320035,6.028397813,TRUE
4.007385368,3.834030819,TRUE
1.489925749,7.593417129,TRUE
3.507523256,6.606642411,TRUE
4.076496461,2.69251174,TRUE
1.686341036,5.593950681,TRUE
3.879907768,5.715549703,TRUE
5.359430424,3.312642237,TRUE
1.835829871,3.366212021,TRUE
3.022599995,6.889254187,TRUE
0.971256671,7.330102752,TRUE
3.713718868,2.614964694,TRUE
4.739427091,6.746579121,TRUE
1.361373714,7.937233279,TRUE
5.015050426,2.519127298,TRUE
2.361551021,3.727772081,TRUE
3.019100983,2.897644626,TRUE
3.425940423,3.268620909,TRUE
5.934671449,3.693376207,TRUE
2.677841843,4.391186369,TRUE
2.102098327,3.735447927,TRUE
4.20495677,6.467646069,TRUE
3.578576614,3.640778957,TRUE
2.419599913,3.248097122,TRUE
1.243724287,7.222138294,TRUE
3.314544334,3.490403307,TRUE
3.053121313,1.751461889,TRUE
2.609109428,1.513196893,TRUE
5.54501924,1.901004364,TRUE
4.14100122,5.333239729,TRUE
2.428888654,5.229129599,TRUE
3.669648218,5.658287667,TRUE
5.515900899,2.749814192,TRUE
3.185207495,5.587052353,TRUE
2.226108604,4.137608165,TRUE
4.906185463,5.79482178,TRUE
5.75761051,0.991873706,TRUE
3.519377457,2.021891441,TRUE
2.322242473,3.898771796,TRUE
4.802500648,2.57934497,TRUE
3.683361907,2.656449297,TRUE
3.58594271,4.656880774,TRUE
2.891437275,2.839861399,TRUE
5.131728164,2.451108927,TRUE
2.862136457,3.624259783,TRUE
4.017219993,4.330603327,TRUE
3.819188037,5.909185853,TRUE
3.422908367,2.439469847,TRUE
1.869983928,6.448507007,TRUE
1.869432924,7.601807352,TRUE
1.16907388,3.49012674,TRUE
3.46418996,0.689650439,TRUE
2.515453409,5.780078647,TRUE
5.320133617,4.4292558,TRUE
1.212694425,6.626020819,TRUE
1.643015334,6.714125952,TRUE
1.408314087,4.991131304,TRUE
2.106537507,2.737639012,TRUE
4.813987812,5.540406191,TRUE
3.984520637,6.757906356,TRUE
4.272664491,2.670427115,TRUE
4.450043044,4.522087191,TRUE
5.144802048,2.443300285,TRUE
4.485976162,3.933416433,TRUE
2.889209645,2.666842137,TRUE
2.327597087,4.551702968,TRUE
3.18745467,3.17399056,TRUE
3.800951393,4.748179958,TRUE
2.037636357,4.236299706,TRUE
4.743775604,5.193471113,TRUE
4.73986882,7.419964008,TRUE
4.358224128,6.979010798,TRUE
1.599672602,7.600992552,TRUE
5.699724836,3.250415678,TRUE
1.378891134,5.335150313,TRUE
4.490970157,6.626819669,TRUE
5.375873493,4.202029469,TRUE
2.394458888,6.284826877,TRUE
2.067660855,6.810174809,TRUE
5.410746424,3.179508123,TRUE
4.168217822,5.429041888,TRUE
1.719206027,3.361493027,TRUE
5.135366924,1.517139188,TRUE
5.241009096,1.931102031,TRUE
1.424100859,7.698723713,TRUE
5.479565096,4.30783198,TRUE
1.597570569,6.584588998,TRUE
4.566583258,5.199698687,TRUE
4.122588344,7.189968699,TRUE
0.936180942,7.853643535,TRUE
2.820228283,7.705107198,TRUE
3.478932871,3.239011967,TRUE
2.106794032,7.293834803,TRUE
5.370429132,2.318097268,TRUE
2.045868246,7.772824434,TRUE
5.720745506,4.829428369,TRUE
2.349325127,4.928474627,TRUE
1.781757064,8.008271045,TRUE
3.332583203,6.856047804,TRUE
2.195314412,6.44755942,TRUE
3.134535109,6.793433257,TRUE
4.805179842,2.195106276,TRUE
2.175112522,6.295079556,TRUE
5.390660829,2.325549658,TRUE
2.204457511,3.109886359,TRUE
4.793163926,5.228678243,TRUE
2.416155157,6.574329138,TRUE
4.884250467,3.017519279,TRUE
1.345668863,7.531342934,TRUE
1.761917819,7.360557193,TRUE
1.505712571,5.61178993,TRUE
2.079278202,5.615684679,TRUE
3.852884469,7.572878592,TRUE
4.009732003,6.116416571,TRUE
3.790769707,4.725891691,TRUE
2.476269521,3.247252962,TRUE
2.767204517,3.855156414,TRUE
3.491620163,5.596082518,TRUE
1.895404624,5.344443081,TRUE
1.652718574,1.440299347,TRUE
3.599693423,1.931633461,TRUE
1.893665605,4.783742743,TRUE
4.202867511,2.463399036,TRUE
4.344032858,4.891970138,TRUE
2.389816902,3.701762091,TRUE
2.347530721,6.032021589,TRUE
1.672350305,7.380461599,TRUE
4.307754457,6.595418962,TRUE
5.04916096,2.41433633,TRUE
4.507611997,4.417026148,TRUE
3.60705255,6.096960704,TRUE
2.269326059,4.386549709,TRUE
1.4415732,7.539069031,TRUE
1.932281566,5.057682659,TRUE
1.616959718,7.183755501,TRUE
2.641666078,3.016194443,TRUE
0.964018189,4.924648604,TRUE
2.697728698,4.053679051,TRUE
3.102753642,5.49104428,TRUE
3.072493996,2.895956874,TRUE
2.181687163,5.359334209,TRUE
2.543065079,7.682966884,TRUE
4.039403242,7.691206716,TRUE
2.189148986,7.886517222,TRUE
1.423497345,7.588017266,TRUE
2.082135923,6.693960083,TRUE
1.989884746,3.428943174,TRUE
4.363685958,5.97416571,TRUE
0.83938621,6.105062594,TRUE
4.635762896,4.310658284,TRUE
2.011065369,2.58534413,TRUE
3.001186884,4.479269737,TRUE
3.226940643,6.713025132,TRUE
2.150416575,5.042738193,TRUE
3.933855874,7.211419917,TRUE
3.463741546,3.967152139,TRUE
4.212419351,2.478272343,TRUE
1.194332065,4.834034326,TRUE
2.737758029,4.303325974,TRUE
3.569141828,6.734827669,TRUE
3.839028179,6.728068349,TRUE
1.960750319,5.628867271,TRUE
1.496881806,8.200018866,TRUE
3.080122685,4.768645879,TRUE
3.297789962,6.910971728,TRUE
5.594385116,3.162422696,TRUE
1.977350124,5.169885371,TRUE
4.546499688,1.679400074,TRUE
3.549734684,5.942136906,TRUE
4.566035512,4.175144387,TRUE
2.098048574,6.498083559,TRUE
2.465816705,4.793411672,TRUE
5.082306161,4.508427771,TRUE
1.312981761,7.097405968,TRUE
1.2732836,6.352288125,TRUE
1.815614524,4.762124821,TRUE
1.408004834,6.837433634,TRUE
2.919713371,3.095813783,TRUE
3.317552612,2.935212401,TRUE
1.786597834,5.498094628,TRUE
1.243254805,5.476502687,TRUE
4.250280601,6.766729728,TRUE
2.378676526,8.052368824,TRUE
1.819421561,7.376936164,TRUE
2.169221313,6.399108873,TRUE
3.142536237,6.300638388,TRUE
2.459090711,4.343508994,TRUE
3.03025503,5.010809541,TRUE
4.25344413,6.442270787,TRUE
2.253503896,6.293551354,TRUE
2.176332172,5.117526101,TRUE
1.490263775,7.92038216,TRUE
1.710501751,7.223798095,TRUE
1.124998765,7.346063416,TRUE
1.467574301,5.55000261,TRUE
5.827973985,2.212154072,TRUE
4.225136169,5.778223398,TRUE
5.426204269,2.80799921,TRUE
2.246244954,1.165534403,FALSE
1.970300284,0.719400022,FALSE
2.616887977,1.360436743,FALSE
5.061901185,0.597291418,FALSE
2.774442101,1.716787565,FALSE
2.525990981,0.874459784,FALSE
1.319426088,1.171736095,FALSE
1.868894047,1.144829677,FALSE
1.899389163,7.173031838,FALSE
5.352345178,0.808298581,FALSE
3.277597022,0.607630938,FALSE
1.302898183,2.864432421,FALSE
1.27084048,1.562732426,FALSE
1.371100093,1.370857578,FALSE
2.074982407,1.545769962,FALSE
1.545765043,1.349234076,FALSE
2.458475121,3.039459384,FALSE
2.016637168,0.544244618,FALSE
2.720892795,0.70110991,FALSE
2.306809833,1.542647276,FALSE
1.947361467,1.056765118,FALSE
0.549844638,1.593732281,FALSE
0.821909148,7.212672733,FALSE
2.409196455,0.736557235,FALSE
2.53154331,3.070681197,FALSE
3.341140738,0.549466418,FALSE
2.375041522,1.12646695,FALSE
1.436873039,2.923294578,FALSE
1.768801829,3.067921705,FALSE
2.939448974,1.258045844,FALSE
4.820782603,9.15839939,FALSE
0.996192834,6.600805903,FALSE
2.650525895,1.308458197,FALSE
1.665872072,6.567849803,FALSE
1.255649223,2.540129059,FALSE
2.839157642,1.141364203,FALSE
3.483437191,1.031200032,FALSE
5.594416669,0.367806004,FALSE
2.901041325,2.957123589,FALSE
1.987394,2.810814098,FALSE
4.932990846,0.758161967,FALSE
1.457106135,3.540958266,FALSE
1.513629133,1.331971466,FALSE
3.491934048,1.69483863,FALSE
4.345146674,0.722651522,FALSE
1.337711216,4.743821907,FALSE
1.726697991,3.315142334,FALSE
2.492888549,1.189957237,FALSE
4.851756643,0.723875221,FALSE
0.835239047,5.172216409,FALSE
1.437495854,2.519898833,FALSE
1.922403919,0.948684539,FALSE
1.606224315,1.158328864,FALSE
4.97801639,0.609385448,FALSE
2.868761237,0.659738702,FALSE
5.847072219,0.435924414,FALSE
3.027395536,0.592844672,FALSE
4.606519532,0.507732885,FALSE
0.650756704,1.230425928,FALSE
1.761123429,2.48004221,FALSE
0.904102911,0.958547365,FALSE
1.773757788,2.867854618,FALSE
4.114034885,2.892163472,FALSE
1.392280905,1.276787222,FALSE
2.675932351,2.23848926,FALSE
3.528229359,1.779066869,FALSE
1.06485218,3.216776237,FALSE
3.207159754,2.293644356,FALSE
4.541443954,0.491998751,FALSE
2.600581345,0.298459195,FALSE
3.113799406,3.705813357,FALSE
5.245487142,1.925898409,FALSE
2.688495178,2.48073163,FALSE
2.064709073,2.790844546,FALSE
2.258290514,7.721482757,FALSE
0.355167122,5.690769329,FALSE
1.114669774,6.278467424,FALSE
3.426603084,2.621419448,FALSE
1.674829558,1.299945843,FALSE
3.391490166,0.536619355,FALSE
4.97815312,0.75130896,FALSE
2.340396117,1.463235404,FALSE
4.792425068,1.857735488,FALSE
3.02625836,1.134684109,FALSE
1.85760611,3.033765427,FALSE
1.08199063,6.583712062,FALSE
1.04860251,6.279102387,FALSE
1.501431977,5.446516949,FALSE
7.114628679,0.563795555,FALSE
4.077914676,5.252407605,FALSE
1.856476996,3.352280434,FALSE
2.681368789,6.131792635,FALSE
4.215191453,4.305195729,FALSE
3.002985487,7.499321205,FALSE
3.382233442,0.582518873,FALSE
1.810272186,5.053437004,FALSE
1.56725437,5.762030946,FALSE
1.351871164,7.818911712,FALSE
1.131555886,3.607448108,FALSE
2.011384043,1.10384926,FALSE
1.566646359,1.445003394,FALSE
3.371357199,2.328551177,FALSE
5.109675902,0.436711245,FALSE
5.067714843,0.433910304,FALSE
4.71640362,0.497370275,FALSE
1.457711304,1.232519752,FALSE
3.512838724,0.968020671,FALSE
4.726548326,1.748648127,FALSE
2.757733306,3.818159487,FALSE
1.901807114,5.319353599,FALSE
5.628843252,3.237828425,FALSE
2.89648707,3.28719778,FALSE
1.50627607,1.525290725,FALSE
0.550462999,8.05346696,FALSE
1.250678411,1.421528054,FALSE
1.080108756,2.787568259,FALSE
1.131475178,3.179686559,FALSE
1.118498064,4.897201253,FALSE
1.230937542,6.042436753,FALSE
2.072704294,2.242088676,FALSE
2.13922329,2.723596936,FALSE
1.658260648,0.827176579,FALSE
2.741947395,2.497514797,FALSE
1.301101261,1.335242873,FALSE
1.696624983,1.534943803,FALSE
1.836901967,1.144575637,FALSE
4.341553696,0.580332965,FALSE
3.823586042,2.528728461,FALSE
1.318185147,2.843456599,FALSE
0.822525193,4.161630586,FALSE
2.228350116,3.629917227,FALSE
3.059990532,1.605095255,FALSE
2.992676024,0.528714935,FALSE
2.681553835,3.376473196,FALSE
1.698803398,1.099492164,FALSE
2.430842847,0.691942385,FALSE
2.085361646,0.951285678,FALSE
2.324598532,0.738188416,FALSE
1.755540231,1.49794174,FALSE
0.712816986,6.904145173,FALSE
1.842993596,1.214705943,FALSE
3.769887647,7.706942012,FALSE
2.596735817,0.804068842,FALSE
2.801637208,0.486554216,FALSE
2.340812669,0.625811391,FALSE
2.430820472,3.525013292,FALSE
1.696964519,3.117457963,FALSE
1.995801811,1.546014191,FALSE
1.875548565,1.362444627,FALSE
2.091128864,1.695509864,FALSE
3.59898808,1.516943218,FALSE
4.671673711,1.477235993,FALSE
2.292456767,0.562914889,FALSE
5.007708043,0.465387221,FALSE
4.803094558,0.529357229,FALSE
2.297491085,0.634173513,FALSE
3.5181382,0.915196282,FALSE
5.11513114,0.426108363,FALSE
3.345031266,0.676379503,FALSE
4.209919285,0.807037744,FALSE
1.381037128,3.425672419,FALSE
1.771827369,1.197543279,FALSE
2.769443762,1.202131038,FALSE
1.690147915,1.482648467,FALSE
2.705286726,1.09341991,FALSE
2.048865566,1.247475794,FALSE
3.650741173,9.636837064,FALSE
3.646382302,0.766199783,FALSE
2.347930668,0.621952181,FALSE
2.069835122,0.704659593,FALSE
3.417362271,0.353134143,FALSE
3.536821572,0.8499753,FALSE
4.227956652,1.144340807,FALSE
4.692800051,1.76737138,FALSE
2.63158265,0.870209893,FALSE
2.485800014,0.958594704,FALSE
3.730925667,0.518389401,FALSE
2.606120595,1.518424535,FALSE
4.279697612,0.733742886,FALSE
1.924560257,1.340844803,FALSE
4.199325846,1.70340781,FALSE
4.084085333,0.552993524,FALSE
3.658910063,1.016555253,FALSE
1.818082772,2.845305547,FALSE
2.532630008,0.866635877,FALSE
1.539918406,1.310934673,FALSE
2.989924312,2.938350696,FALSE
3.387401355,0.36448032,FALSE
3.029370712,1.090010377,FALSE
2.687882006,0.890272178,FALSE
4.899319093,0.138074729,FALSE
1.546789008,3.669456913,FALSE
4.448700959,1.870134485,FALSE
1.688590743,2.938842104,FALSE
1.49928366,1.592564008,FALSE
3.816425236,0.457022671,FALSE
2.804840825,0.921251731,FALSE
1.779910302,2.983660029,FALSE
2.598941141,1.498613725,FALSE
2.979099875,1.647974282,FALSE
6.295860344,0.190452545,FALSE
6.533673843,0.132049399,FALSE
3.858845249,1.805133135,FALSE
1.444754633,3.433567466,FALSE
2.549801847,0.680050451,FALSE
5.014549258,0.632456436,FALSE
2.265537801,0.723185769,FALSE
7.181403175,0.319566099,FALSE
2.420642821,0.742164495,FALSE
2.913619238,0.510076127,FALSE
1.913584398,2.838459952,FALSE
4.416681389,2.184296867,FALSE
4.967381565,1.137294099,FALSE
3.605387802,0.379623807,FALSE
5.33114621,1.620417458,FALSE
2.634402919,0.553619734,FALSE
5.157381467,0.583304796,FALSE
1.936595696,1.10187339,FALSE
2.416701149,1.139415288,FALSE
6.01665391,1.393243071,FALSE
3.029039934,0.548497288,FALSE
2.126180353,0.955088912,FALSE
3.641297299,0.98961719,FALSE
2.488982376,2.655765088,FALSE
3.910909706,1.082223957,FALSE
6.367419415,0.131310875,FALSE
2.926922953,0.557018694,FALSE
2.639987193,0.440090338,FALSE
5.036575431,0.318583334,FALSE
2.748449804,0.476059927,FALSE
2.889726888,0.623830346,FALSE
1.836361482,3.469676164,FALSE
1.009222345,1.218447905,FALSE
5.365760158,0.442221136,FALSE
1.726728413,3.631310458,FALSE
0.921836187,1.285002204,FALSE
2.384039281,3.480182578,FALSE
5.363819093,0.520848178,FALSE
3.095261646,1.31813826,FALSE
3.141798875,2.835804439,FALSE
5.235156176,1.727341095,FALSE
4.44742001,1.568528112,FALSE
3.400576869,1.783013176,FALSE
3.000969675,0.951528533,FALSE
3.256627023,0.59340182,FALSE
2.232772078,1.048456958,FALSE
4.378623589,0.613745163,FALSE
2.970885725,0.951217397,FALSE
2.37947719,2.578325633,FALSE
2.844574837,2.137245928,FALSE
2.820178036,0.887057824,FALSE
2.448165909,0.808992152,FALSE
4.1715285,0.669520645,FALSE
1.297370624,0.964348064,FALSE
3.211618601,1.024756918,FALSE
2.333755765,1.161506118,FALSE
2.15937521,1.279309557,FALSE
2.179209428,2.753735663,FALSE
1.285871303,0.976233473,FALSE
5.701855815,0.345430167,FALSE
2.717123107,1.231728507,FALSE
0.971070979,0.953468276,FALSE
2.676242291,0.646267016,FALSE
1.481624415,0.870143996,FALSE
3.195163282,1.020289891,FALSE
1.917666294,2.810578965,FALSE
1.468621673,2.768189742,FALSE
2.559469107,0.978484075,FALSE
3.635640284,1.309903247,FALSE
1.204931526,1.113342642,FALSE
3.098596445,0.45481822,FALSE
1.486125573,1.143739412,FALSE
5.551439094,0.357785003,FALSE
2.08280546,0.985235508,FALSE
5.931727845,0.268930935,FALSE
3.749217146,0.344718676,FALSE
1.57250405,0.662721766,FALSE
3.645898954,5.50777105,FALSE
4.157583849,0.743567464,FALSE
3.024319967,0.655207405,FALSE
1.893065522,1.339422553,FALSE
4.107670526,1.284312737,FALSE
4.811479645,0.716200895,FALSE
2.463654055,0.658770937,FALSE
2.743479629,1.143317848,FALSE
5.34177171,0.726304824,FALSE
3.279797452,1.233351081,FALSE
3.199861875,1.128217343,FALSE
2.320180003,1.041734516,FALSE
3.53395854,0.426448262,FALSE
1.611056797,1.06290665,FALSE
2.896464291,3.601524738,FALSE
6.852688678,2.265034998,FALSE
2.680035976,3.191245878,FALSE
1.632016629,3.403560936,FALSE
3.196850376,0.726265964,FALSE
7.090243843,1.672286147,FALSE
4.344548433,1.24979764,FALSE
4.795628335,0.484730446,FALSE
3.945091479,0.836667749,FALSE
3.383061455,0.823578478,FALSE
2.108585153,0.995522861,FALSE
3.419467628,0.77571124,FALSE
6.070064848,1.348333006,FALSE
1.895600123,5.000418463,FALSE
1.090751988,5.63025062,FALSE
2.715851958,1.093825189,FALSE
4.816629335,1.400937341,FALSE
2.706762901,0.588764201,FALSE
2.870888089,0.662239564,FALSE
4.85272499,0.569943178,FALSE
2.96622471,2.718459507,FALSE
5.767292032,0.406404442,FALSE
3.001172064,4.698514691,FALSE
17.0305002,19.7944161,FALSE
2.119579307,0.894272646,FALSE
2.388470148,2.973047971,FALSE
1.555599614,3.306132097,FALSE
4.575173667,1.429814035,FALSE
2.056317173,1.397236653,FALSE
2.761322488,1.079677968,FALSE
5.576427615,0.306351902,FALSE
2.932658058,1.684097858,FALSE
5.353357593,0.61717266,FALSE
3.323538186,1.343802471,FALSE
1.615363097,1.112841119,FALSE
1.0239967,0.925683302,FALSE
4.922683542,0.506948893,FALSE
1.773584964,3.217498078,FALSE
2.524323239,2.701672181,FALSE
5.571225094,0.571408032,FALSE
2.899279442,1.241480492,FALSE
2.14827963,1.003502111,FALSE
2.158589361,1.593228947,FALSE
3.220080835,1.394202091,FALSE
2.012657368,1.720607841,FALSE
3.148779373,1.340381654,FALSE
2.260003566,1.137442806,FALSE
6.187304268,0.288447126,FALSE
3.959821087,1.185178045,FALSE
1.10167171,3.108361377,FALSE
2.755411582,0.474707981,FALSE
2.646917526,0.946460177,FALSE
1.25486003,2.982499456,FALSE
2.385327277,0.796451892,FALSE
3.402382415,1.314418813,FALSE
2.097169056,1.128681912,FALSE
2.611416256,0.910686644,FALSE
1.986563292,0.779577985,FALSE
5.375560248,0.400934977,FALSE
1.789618115,0.996477046,FALSE
5.013621751,0.551471714,FALSE
2.597864886,1.223628102,FALSE
3.715633457,1.148471595,FALSE
3.904058083,3.560602358,FALSE
3.146592283,2.57293682,FALSE
2.526778665,1.892230065,FALSE
5.635859478,0.455943174,FALSE
2.829473548,0.213511162,FALSE
2.37545777,0.989451569,FALSE
6.127868257,0.066042404,FALSE
5.146431097,1.665299498,FALSE
3.448827606,2.538526203,FALSE
2.133357966,1.248315261,FALSE
4.395385178,1.707461156,FALSE
4.56108933,0.790905434,FALSE
2.41257585,1.661596994,FALSE
2.422230985,1.131979718,FALSE
3.607754203,3.574740388,FALSE
3.450469671,1.856357993,FALSE
3.41778511,1.603244201,FALSE
2.763164102,1.398154139,FALSE
5.995762104,1.541522398,FALSE
1.58874044,1.608850189,FALSE
